BID,CID
BID148,CID5655
BID148,CID6279
BID148,CID7176
BID149,CID227
BID149,CID7791
BID150,CID1736
BID150,CID3486
BID150,CID5886
BID150,CID7828
BID150,CID8273
BID150,CID8344
BID150,CID94
BID151,CID3747
BID151,CID517
BID151,CID5248
BID151,CID5585
BID151,CID5759
BID151,CID8438
BID152,CID6214
BID152,CID678
BID152,CID752
BID152,CID7666
BID153,CID2059
BID153,CID2552
BID153,CID377
BID153,CID6416
BID153,CID6882
BID153,CID8727
BID153,CID8863
BID154,CID1425
BID154,CID2215
BID154,CID3811
BID154,CID407
BID154,CID810
BID155,CID1460
BID155,CID1521
BID155,CID2504
BID155,CID4516
BID155,CID6760
BID155,CID8995
BID156,CID7318
BID157,CID1667
BID157,CID2011
BID157,CID3203
BID157,CID5694
BID157,CID7187
BID157,CID8399
BID157,CID8732
BID158,CID1037
BID158,CID3060
BID158,CID3957
BID158,CID7986
BID159,CID5687
BID159,CID6001
BID159,CID7526
BID159,CID7560
BID159,CID7622
BID160,CID1218
BID160,CID1321
BID160,CID3667
BID160,CID4110
BID160,CID5777
BID160,CID615
BID161,CID1460
BID161,CID2595
BID161,CID2687
BID161,CID3391
BID161,CID5982
BID161,CID8822
BID162,CID1620
BID162,CID4844
BID162,CID6536
BID163,CID1285
BID163,CID2482
BID163,CID4052
BID164,CID5979
BID164,CID6300
BID165,CID1913
BID165,CID6153
BID165,CID6442
BID165,CID768
BID165,CID820
BID165,CID8444
BID166,CID4584
BID167,CID1020
BID167,CID8487
BID167,CID96
BID168,CID1427
BID168,CID3355
BID169,CID2143
BID169,CID5178
BID169,CID6455
BID170,CID1903
BID170,CID334
BID170,CID7160
BID171,CID3209
BID171,CID4696
BID171,CID677
BID171,CID8827
BID172,CID1600
BID172,CID1611
BID172,CID2146
BID172,CID4647
BID172,CID5867
BID173,CID177
BID173,CID4813
BID173,CID7859
BID173,CID8380
BID173,CID8585
BID174,CID1027
BID174,CID1110
BID174,CID2019
BID174,CID4393
BID175,CID1132
BID175,CID4612
BID175,CID5255
BID175,CID6607
BID175,CID6961
BID175,CID8679
BID176,CID2802
BID176,CID3811
BID176,CID5928
BID176,CID6544
BID176,CID6580
BID176,CID7778
BID177,CID1889
BID177,CID2786
BID177,CID4430
BID177,CID5154
BID177,CID5228
BID177,CID7090
BID177,CID7537
BID178,CID3609
BID178,CID5903
BID179,CID1100
BID179,CID8025
BID180,CID2669
BID180,CID543
BID181,CID1003
BID181,CID712
BID182,CID3738
BID182,CID3978
BID182,CID7027
BID183,CID2066
BID183,CID3908
BID183,CID5049
BID183,CID8310
BID183,CID8701
BID183,CID8750
BID184,CID3018
BID184,CID3859
BID184,CID4015
BID184,CID452
BID184,CID6249
BID184,CID6298
BID184,CID7914
BID185,CID8771
BID186,CID3486
BID186,CID373
BID186,CID5430
BID186,CID7766
BID187,CID144
BID187,CID1873
BID187,CID2099
BID187,CID34
BID187,CID4583
BID187,CID5674
BID187,CID5687
BID188,CID3233
BID188,CID3391
BID188,CID3767
BID188,CID6535
BID188,CID7761
BID188,CID8872
BID189,CID1683
BID189,CID25
BID189,CID8604
BID189,CID8910
BID190,CID5266
BID190,CID5808
BID190,CID6917
BID190,CID7939
BID191,CID316
BID192,CID1367
BID192,CID1704
BID192,CID5012
BID192,CID576
BID192,CID6882
BID192,CID8022
BID193,CID4197
BID193,CID6011
BID194,CID1021
BID194,CID112
BID194,CID1603
BID194,CID2040
BID194,CID3038
BID194,CID7326
BID194,CID8332
BID195,CID126
BID195,CID1984
BID195,CID2019
BID195,CID2107
BID195,CID3466
BID195,CID7434
BID196,CID2115
BID196,CID2829
BID196,CID4632
BID196,CID6038
BID196,CID7227
BID196,CID7963
BID197,CID2212
BID197,CID2782
BID197,CID3442
BID197,CID3713
BID197,CID6883
BID197,CID8876
BID198,CID1
BID198,CID5601
BID198,CID6162
BID198,CID6251
BID198,CID7015
BID198,CID8205
BID198,CID8967
BID199,CID1342
BID199,CID3019
BID199,CID4854
BID199,CID7645
BID199,CID8630
BID199,CID8724
BID200,CID1431
BID200,CID7532
BID200,CID7908
BID200,CID7923
BID200,CID8220
BID200,CID8559
BID201,CID3411
BID202,CID114
BID202,CID2516
BID202,CID3804
BID203,CID3855
BID203,CID4116
BID203,CID5488
BID203,CID5945
BID204,CID1761
BID204,CID2691
BID204,CID5777
BID205,CID2841
BID205,CID290
BID205,CID3640
BID205,CID6501
BID205,CID8142
BID205,CID962
BID206,CID1174
BID206,CID1316
BID206,CID2811
BID206,CID7156
BID206,CID8143
BID207,CID1268
BID207,CID1759
BID207,CID2505
BID207,CID562
BID207,CID7088
BID207,CID7482
BID208,CID5058
BID208,CID6330
BID208,CID7599
BID209,CID1209
BID209,CID2554
BID209,CID3289
BID209,CID6010
BID209,CID6662
BID209,CID7672
BID209,CID998
BID210,CID299
BID210,CID331
BID210,CID4264
BID210,CID5795
BID210,CID81
BID211,CID3491
BID211,CID3580
BID211,CID6746
BID211,CID8533
BID212,CID4472
BID212,CID5555
BID212,CID6202
BID212,CID7744
BID212,CID8222
BID213,CID3730
BID213,CID5468
BID214,CID7237
BID215,CID2302
BID215,CID3677
BID215,CID4149
BID215,CID8495
BID216,CID2664
BID216,CID2847
BID216,CID6307
BID217,CID2849
BID217,CID3150
BID217,CID5697
BID217,CID6309
BID217,CID6860
BID217,CID8083
BID217,CID8164
BID218,CID3272
BID218,CID5352
BID218,CID5463
BID218,CID6889
BID218,CID7665
BID218,CID8049
BID219,CID4693
BID220,CID5517
BID221,CID1051
BID221,CID7293
BID221,CID7529
BID221,CID826
BID222,CID114
BID222,CID291
BID222,CID3282
BID222,CID931
BID223,CID1791
BID223,CID2149
BID223,CID2379
BID223,CID2827
BID223,CID6785
BID223,CID7135
BID223,CID7843
BID224,CID1631
BID224,CID2290
BID224,CID67
BID225,CID6309
BID225,CID6770
BID225,CID7092
BID225,CID8784
BID225,CID8962
BID226,CID8714
BID227,CID1854
BID227,CID2816
BID227,CID722
BID227,CID7505
BID228,CID2591
BID228,CID3334
BID228,CID3802
BID228,CID5099
BID228,CID7008
BID228,CID8705
BID229,CID4399
BID229,CID5567
BID229,CID6162
BID229,CID7727
BID230,CID1664
BID230,CID2672
BID230,CID3896
BID230,CID4667
BID230,CID516
BID230,CID7268
BID230,CID869
BID231,CID4487
BID231,CID5606
BID232,CID2555
BID232,CID2638
BID232,CID5670
BID232,CID7532
BID232,CID7837
BID233,CID4934
BID233,CID7408
BID234,CID3050
BID234,CID6135
BID234,CID651
BID235,CID10
BID235,CID1154
BID235,CID1628
BID235,CID3914
BID235,CID4927
BID235,CID6719
BID236,CID6714
BID236,CID8933
BID237,CID2683
BID237,CID4521
BID237,CID5028
BID237,CID6076
BID237,CID8339
BID238,CID2046
BID238,CID3084
BID238,CID6721
BID238,CID8136
BID239,CID5417
BID240,CID3407
BID240,CID7518
BID241,CID6342
BID241,CID8164
BID242,CID4489
BID242,CID4777
BID242,CID4914
BID242,CID5907
BID242,CID6155
BID242,CID8867
BID243,CID1379
BID243,CID4399
BID243,CID4780
BID243,CID5842
BID243,CID7520
BID243,CID8885
BID244,CID3316
BID244,CID3882
BID244,CID522
BID244,CID5741
BID244,CID7502
BID244,CID8533
BID245,CID4950
BID245,CID6377
BID245,CID8630
BID246,CID2078
BID246,CID2181
BID246,CID2416
BID246,CID3433
BID246,CID4991
BID246,CID7769
BID247,CID470
BID248,CID4710
BID249,CID1124
BID249,CID3098
BID250,CID6423
BID251,CID1289
BID251,CID2828
BID251,CID3115
BID251,CID8374
BID252,CID169
BID252,CID4033
BID252,CID5862
BID252,CID7472
BID253,CID3661
BID253,CID7151
BID254,CID176
BID254,CID4351
BID254,CID467
BID254,CID5767
BID254,CID6973
BID254,CID878
BID255,CID1877
BID255,CID2231
BID255,CID2473
BID255,CID3005
BID255,CID5406
BID255,CID6314
BID255,CID707
BID256,CID2589
BID256,CID4767
BID256,CID5933
BID257,CID2247
BID257,CID4539
BID257,CID8448
BID257,CID8512
BID258,CID3166
BID258,CID7571
BID258,CID7626
BID259,CID1209
BID259,CID5833
BID259,CID6871
BID259,CID8645
BID259,CID8858
BID259,CID905
BID260,CID1835
BID260,CID2596
BID260,CID3780
BID260,CID4146
BID260,CID8015
BID260,CID8523
BID261,CID3035
BID261,CID4205
BID261,CID5277
BID261,CID7000
BID261,CID8551
BID262,CID2860
BID262,CID3040
BID262,CID4271
BID262,CID4409
BID262,CID5427
BID263,CID1350
BID263,CID2021
BID263,CID2780
BID263,CID3674
BID263,CID6518
BID263,CID8273
BID264,CID2639
BID264,CID4871
BID264,CID696
BID264,CID7499
BID265,CID2321
BID265,CID6404
BID265,CID651
BID265,CID6690
BID265,CID8960
BID266,CID5806
BID266,CID696
BID266,CID8452
BID267,CID1610
BID267,CID4000
BID267,CID4819
BID267,CID5433
BID267,CID6289
BID267,CID8840
BID268,CID2069
BID268,CID2148
BID268,CID3335
BID268,CID3850
BID268,CID4538
BID268,CID96
BID269,CID1315
BID269,CID6194
BID269,CID8496
BID269,CID8896
BID270,CID2207
BID270,CID8260
BID270,CID8414
BID270,CID8738
BID271,CID2839
BID271,CID3471
BID272,CID5894
BID273,CID1969
BID273,CID2819
BID273,CID3748
BID273,CID4416
BID273,CID646
BID273,CID8330
BID274,CID1441
BID274,CID2077
BID274,CID5259
BID274,CID6610
BID274,CID8807
BID275,CID1435
BID275,CID2603
BID275,CID7894
BID276,CID5475
BID276,CID5996
BID276,CID776
BID277,CID2947
BID277,CID4228
BID277,CID5221
BID277,CID5552
BID277,CID7982
BID277,CID8404
BID278,CID2159
BID278,CID2560
BID278,CID3198
BID278,CID4091
BID278,CID5736
BID278,CID8625
BID279,CID2717
BID279,CID2830
BID279,CID3042
BID279,CID3573
BID279,CID5035
BID279,CID5144
BID280,CID1836
BID280,CID3705
BID280,CID7061
BID281,CID128
BID281,CID3832
BID281,CID92
BID282,CID1403
BID282,CID1872
BID282,CID4935
BID282,CID5181
BID283,CID2922
BID283,CID447
BID283,CID949
BID284,CID3108
BID284,CID5242
BID284,CID5787
BID284,CID7938
BID284,CID8143
BID284,CID8461
BID285,CID1794
BID285,CID5435
BID286,CID1785
BID286,CID7202
BID286,CID7959
BID287,CID246
BID287,CID5018
BID288,CID302
BID288,CID3210
BID289,CID1269
BID289,CID1614
BID289,CID5905
BID289,CID6579
BID290,CID268
BID290,CID2690
BID290,CID4356
BID290,CID740
BID290,CID7631
BID291,CID5725
BID291,CID6792
BID292,CID2762
BID292,CID4810
BID292,CID6016
BID292,CID7233
BID292,CID7612
BID293,CID6468
BID293,CID8450
BID294,CID1672
BID294,CID2406
BID294,CID5083
BID294,CID8059
BID295,CID2724
BID295,CID4430
BID296,CID3180
BID297,CID4407
BID297,CID4842
BID297,CID5319
BID297,CID5908
BID297,CID6138
BID297,CID6257
BID297,CID6640
BID298,CID4133
BID299,CID1251
BID299,CID5128
BID299,CID5465
BID299,CID6196
BID299,CID7261
BID299,CID7730
BID299,CID8091
BID300,CID5535
BID300,CID7201
BID300,CID7378
BID300,CID861
BID301,CID2278
BID301,CID2382
BID301,CID7218
BID302,CID5208
BID303,CID3520
BID303,CID6478
BID303,CID8059
BID303,CID8465
BID303,CID8511
BID304,CID485
BID304,CID6130
BID305,CID2377
BID305,CID6247
BID305,CID7024
BID305,CID7522
BID306,CID1684
BID306,CID3112
BID306,CID6422
BID306,CID848
BID307,CID1610
BID307,CID2635
BID307,CID3332
BID307,CID4594
BID307,CID477
BID307,CID6848
BID307,CID697
BID308,CID2161
BID308,CID300
BID308,CID7541
BID309,CID2399
BID309,CID575
BID309,CID5796
BID309,CID6011
BID309,CID6458
BID309,CID6551
BID309,CID8421
BID310,CID4065
BID310,CID5091
BID310,CID6588
BID311,CID1510
BID311,CID4443
BID311,CID499
BID311,CID5154
BID311,CID5239
BID311,CID5860
BID311,CID7574
BID312,CID1751
BID312,CID3511
BID312,CID5748
BID312,CID5891
BID312,CID6290
BID312,CID8465
BID312,CID8987
BID313,CID369
BID313,CID5357
BID313,CID8830
BID313,CID911
BID314,CID5942
BID314,CID6209
BID314,CID8369
BID315,CID1153
BID315,CID3752
BID315,CID7860
BID315,CID8615
BID316,CID3303
BID316,CID468
BID317,CID1171
BID317,CID1240
BID317,CID1440
BID317,CID3511
BID317,CID5285
BID317,CID5892
BID317,CID6737
BID318,CID1676
BID318,CID264
BID318,CID3703
BID318,CID6986
BID318,CID7545
BID318,CID95
BID319,CID5047
BID319,CID5308
BID319,CID5710
BID319,CID6898
BID319,CID7941
BID319,CID815
BID319,CID8904
BID320,CID1951
BID320,CID2286
BID320,CID3629
BID320,CID3630
BID320,CID6535
BID320,CID8048
BID321,CID5916
BID321,CID7173
BID321,CID7428
BID321,CID8204
BID322,CID2169
BID322,CID7652
BID322,CID8553
BID323,CID1285
BID323,CID431
BID324,CID3299
BID324,CID4671
BID324,CID6058
BID324,CID6238
BID325,CID4382
BID325,CID6288
BID326,CID3049
BID326,CID7442
BID327,CID1285
BID327,CID5797
BID328,CID1337
BID328,CID2255
BID328,CID3681
BID328,CID7093
BID329,CID2295
BID329,CID2400
BID329,CID2555
BID329,CID8575
BID329,CID8580
BID330,CID250
BID330,CID3033
BID330,CID3479
BID331,CID7011
BID332,CID2048
BID332,CID2832
BID332,CID4880
BID332,CID8008
BID333,CID524
BID333,CID528
BID333,CID5605
BID333,CID6797
BID333,CID8394
BID333,CID8420
BID334,CID4238
BID334,CID5103
BID334,CID5138
BID334,CID6390
BID334,CID7270
BID334,CID8323
BID335,CID1980
BID335,CID4704
BID335,CID7113
BID335,CID7896
BID336,CID5374
BID336,CID8277
BID336,CID8610
BID336,CID8804
BID337,CID1252
BID337,CID3236
BID337,CID6146
BID337,CID6646
BID337,CID7663
BID337,CID8230
BID338,CID7782
BID339,CID3908
BID340,CID8704
BID341,CID5729
BID342,CID7665
BID343,CID1168
BID343,CID4820
BID343,CID6228
BID344,CID2743
BID344,CID7553
BID345,CID5707
BID345,CID8866
BID346,CID5598
BID347,CID188
BID347,CID2783
BID347,CID7009
BID347,CID7624
BID347,CID7812
BID347,CID8123
BID348,CID2882
BID348,CID704
BID348,CID7561
BID349,CID6256
BID349,CID6533
BID349,CID7649
BID350,CID1331
BID350,CID2141
BID350,CID5093
BID350,CID5899
BID350,CID7516
BID350,CID7699
BID351,CID3018
BID351,CID3567
BID351,CID5864
BID351,CID6690
BID351,CID8119
BID351,CID8691
BID352,CID7067
BID352,CID8212
BID353,CID4129
BID353,CID5001
BID354,CID4290
BID354,CID6584
BID354,CID6585
BID355,CID1152
BID355,CID6983
BID355,CID8137
BID356,CID6273
BID356,CID8009
BID357,CID2540
BID357,CID2672
BID357,CID8237
BID358,CID2021
BID358,CID2929
BID358,CID7151
BID358,CID7794
BID358,CID8759
BID359,CID4848
BID359,CID6238
BID359,CID6527
BID359,CID6849
BID359,CID7575
BID360,CID2438
BID360,CID3067
BID360,CID3370
BID360,CID4288
BID360,CID6352
BID360,CID7537
BID361,CID1437
BID361,CID2035
BID361,CID3705
BID361,CID5647
BID361,CID6686
BID362,CID1673
BID362,CID2428
BID362,CID2877
BID362,CID448
BID362,CID7013
BID362,CID8164
BID363,CID2872
BID363,CID4073
BID363,CID4694
BID363,CID5567
BID364,CID2116
BID364,CID3152
BID364,CID4012
BID364,CID6996
BID364,CID8307
BID365,CID1510
BID365,CID2812
BID365,CID3948
BID365,CID43
BID365,CID5953
BID365,CID6903
BID366,CID1365
BID366,CID854
BID367,CID1163
BID367,CID2772
BID367,CID7612
BID367,CID7907
BID368,CID3275
BID369,CID1821
BID369,CID2099
BID369,CID2839
BID369,CID2868
BID369,CID8630
BID369,CID8784
BID370,CID1360
BID370,CID1720
BID370,CID323
BID370,CID5718
BID370,CID7008
BID371,CID126
BID371,CID2171
BID371,CID3874
BID371,CID5284
BID371,CID5642
BID371,CID6124
BID371,CID6977
BID372,CID4670
BID372,CID477
BID372,CID5083
BID372,CID5403
BID372,CID588
BID372,CID6842
BID372,CID846
BID373,CID1539
BID373,CID5148
BID373,CID6294
BID373,CID808
BID374,CID1093
BID374,CID2027
BID374,CID7681
BID375,CID4019
BID375,CID766
BID375,CID7767
BID375,CID7772
BID375,CID8179
BID376,CID1912
BID376,CID21
BID376,CID4346
BID376,CID4479
BID376,CID6926
BID377,CID4713
BID377,CID5643
BID378,CID1628
BID378,CID5834
BID378,CID5924
BID378,CID6602
BID378,CID84
BID379,CID2244
BID379,CID2311
BID379,CID2887
BID379,CID6207
BID379,CID7504
BID380,CID2627
BID380,CID3261
BID380,CID4919
BID381,CID8979
BID382,CID830
BID383,CID1491
BID383,CID2711
BID383,CID3453
BID384,CID2295
BID384,CID4624
BID384,CID5791
BID384,CID622
BID384,CID6307
BID385,CID2603
BID386,CID161
BID386,CID2374
BID386,CID3957
BID386,CID4428
BID386,CID6477
BID386,CID6772
BID387,CID1754
BID387,CID5943
BID388,CID1370
BID388,CID2209
BID388,CID307
BID388,CID47
BID388,CID775
BID388,CID8425
BID389,CID1205
BID389,CID1885
BID389,CID2208
BID389,CID2389
BID389,CID3851
BID389,CID6397
BID389,CID8888
BID390,CID122
