DID,CID
DID67,CID1332
DID67,CID1667
DID67,CID4616
DID67,CID8280
DID68,CID1379
DID68,CID3761
DID68,CID4961
DID68,CID6454
DID68,CID8260
DID69,CID182
DID69,CID8176
DID70,CID4416
DID70,CID4810
DID70,CID8876
DID70,CID8965
DID71,CID2422
DID71,CID6865
DID71,CID7907
DID71,CID8207
DID72,CID2513
DID72,CID6606
DID72,CID8987
DID73,CID2559
DID74,CID4148
DID74,CID4457
DID74,CID5426
DID75,CID2885
DID75,CID5194
DID76,CID1383
DID76,CID3598
DID76,CID3726
DID77,CID430
DID77,CID4556
DID77,CID5114
DID77,CID6577
DID77,CID7338
DID78,CID4991
DID79,CID1198
DID79,CID1620
DID79,CID4187
DID79,CID6218
DID79,CID6554
DID80,CID2078
DID80,CID2513
DID80,CID5015
DID81,CID1286
DID81,CID8722
DID82,CID3689
DID82,CID458
DID82,CID7403
DID82,CID899
DID83,CID1065
DID83,CID3010
DID83,CID5333
DID83,CID5368
DID83,CID7972
DID84,CID147
DID84,CID3836
DID84,CID4834
DID84,CID7695
DID84,CID8462
DID85,CID1834
DID85,CID1964
DID85,CID2343
DID85,CID7175
DID85,CID7463
DID86,CID4823
DID87,CID1406
DID87,CID1536
DID87,CID6394
DID88,CID4262
DID88,CID4681
DID88,CID6389
DID89,CID5228
DID89,CID5312
DID90,CID1013
DID90,CID2571
DID90,CID5852
DID90,CID8385
DID91,CID2160
DID91,CID3604
DID92,CID1277
DID92,CID2867
DID92,CID2914
DID92,CID6532
DID92,CID86
DID93,CID2939
DID93,CID462
DID93,CID6472
DID93,CID879
DID93,CID957
DID94,CID7785
DID95,CID2639
DID95,CID2857
DID96,CID4769
DID97,CID2770
DID97,CID3488
DID97,CID39
DID97,CID4967
DID97,CID7715
DID98,CID3521
DID98,CID5433
DID98,CID8250
DID99,CID5156
DID100,CID2300
DID101,CID1199
DID101,CID1988
DID101,CID3912
DID101,CID6196
DID101,CID730
DID102,CID2355
DID102,CID3883
DID103,CID4335
DID104,CID6609
DID104,CID738
DID104,CID792
DID104,CID8116
DID105,CID5245
DID105,CID8857
DID106,CID579
DID106,CID8791
DID107,CID1385
DID107,CID3784
DID107,CID5522
DID107,CID791
DID108,CID1350
DID108,CID3199
DID108,CID7018
DID109,CID1650
DID109,CID1873
DID109,CID3120
DID109,CID3360
DID109,CID7351
DID110,CID7384
DID110,CID7504
DID111,CID2671
DID111,CID3397
DID111,CID705
DID111,CID7300
DID112,CID3567
DID112,CID753
DID112,CID8220
DID113,CID1270
DID113,CID3238
DID113,CID3819
DID113,CID5484
DID113,CID567
DID114,CID2308
DID114,CID2669
DID114,CID4708
DID114,CID5724
DID115,CID5699
DID116,CID2218
DID116,CID802
DID117,CID4184
DID117,CID4202
DID117,CID8114
DID118,CID3517
DID118,CID4073
DID118,CID4403
DID118,CID5647
DID118,CID6765
DID119,CID1261
DID120,CID3125
DID120,CID3212
DID120,CID4165
DID120,CID6444
DID121,CID5917
DID121,CID7227
DID122,CID1757
DID123,CID5682
DID123,CID662
DID124,CID1487
DID124,CID2582
DID124,CID5477
DID124,CID913
DID125,CID1330
DID125,CID3231
DID125,CID3264
DID125,CID3373
DID125,CID7250
DID126,CID1780
DID126,CID40
DID126,CID6539
DID126,CID7051
DID127,CID195
DID127,CID2601
DID127,CID4120
DID127,CID8192
DID128,CID3311
DID128,CID6700
DID128,CID8999
DID129,CID6631
DID130,CID1186
DID130,CID1774
DID130,CID4212
DID130,CID528
DID131,CID1851
DID131,CID1935
DID131,CID4156
DID131,CID4879
DID131,CID5611
DID132,CID4841
DID133,CID2148
DID133,CID2262
DID133,CID5384
DID133,CID6784
DID133,CID8545
DID134,CID7749
DID134,CID7815
DID134,CID8317
DID135,CID3542
DID135,CID490
DID135,CID7673
DID135,CID8358
DID136,CID8907
DID137,CID1977
DID137,CID5064
DID137,CID6898
DID138,CID244
DID139,CID2355
DID140,CID1288
DID140,CID5690
DID141,CID2312
DID141,CID6401
DID142,CID5084
DID142,CID6071
DID143,CID1421
DID143,CID152
DID143,CID2524
DID143,CID4724
DID143,CID681
DID144,CID2671
DID144,CID2929
DID144,CID3496
DID144,CID7584
DID145,CID220
DID145,CID247
DID145,CID383
DID146,CID2843
DID146,CID5169
DID146,CID5253
DID146,CID6127
DID146,CID7836
DID147,CID2324
DID147,CID891
DID148,CID1571
DID148,CID3503
DID148,CID4540
DID148,CID485
DID149,CID1806
DID149,CID2438
DID149,CID5218
DID149,CID5246
DID149,CID7762
DID150,CID2073
DID150,CID3258
DID150,CID5096
DID150,CID7418
DID150,CID8203
DID151,CID1338
DID151,CID4492
DID151,CID6239
DID151,CID778
DID151,CID7965
DID152,CID830
DID153,CID1068
DID153,CID1162
DID153,CID6717
DID153,CID7323
DID154,CID1960
DID154,CID418
DID154,CID4536
DID154,CID7706
DID155,CID6932
DID156,CID2078
DID156,CID6013
DID156,CID7968
DID157,CID142
DID157,CID3261
DID157,CID8284
DID158,CID1724
DID158,CID2599
DID158,CID3801
DID158,CID4044
DID158,CID5248
DID159,CID2305
DID159,CID717
DID159,CID7307
DID160,CID8365
DID161,CID4105
DID161,CID8332
DID162,CID7325
DID163,CID1273
DID163,CID1738
DID163,CID4988
DID164,CID8857
DID165,CID2014
DID165,CID795
DID165,CID864
DID166,CID1968
DID166,CID2745
DID166,CID4907
DID166,CID510
DID166,CID6367
DID167,CID1225
DID167,CID309
DID167,CID3480
DID167,CID8088
DID168,CID1161
DID168,CID1296
DID168,CID5016
DID168,CID5695
DID169,CID2620
DID169,CID846
DID170,CID2816
DID170,CID2992
DID170,CID4307
DID171,CID404
DID171,CID5390
DID172,CID1183
DID172,CID4846
DID173,CID3847
DID173,CID5505
DID174,CID3697
DID174,CID5488
DID174,CID6343
DID174,CID8491
DID175,CID1866
DID175,CID7687
DID175,CID8735
DID176,CID691
DID177,CID3399
DID177,CID7399
DID177,CID7687
DID178,CID5218
DID179,CID3259
DID179,CID4561
DID179,CID5931
DID180,CID2208
DID180,CID4395
DID181,CID2643
DID181,CID7686
DID181,CID8324
DID182,CID1575
DID182,CID400
DID182,CID66
DID182,CID6719
DID182,CID7294
DID183,CID765
DID184,CID3169
DID184,CID4302
DID184,CID439
DID184,CID5591
DID184,CID5685
DID185,CID3718
DID185,CID6925
DID186,CID3930
DID187,CID1473
DID187,CID3531
DID188,CID273
DID188,CID2970
DID188,CID4027
DID189,CID2769
DID189,CID4157
DID189,CID5458
DID190,CID2894
DID190,CID318
DID190,CID6938
DID190,CID8471
DID191,CID4499
DID191,CID4559
DID191,CID4961
DID191,CID8410
DID192,CID1442
DID192,CID3817
DID192,CID4033
DID192,CID4924
DID193,CID8532
DID194,CID1256
DID194,CID2345
DID194,CID2856
DID194,CID8002
DID195,CID3692
DID195,CID4937
DID195,CID5974
DID195,CID6604
DID195,CID7847
DID196,CID1379
DID196,CID5755
DID196,CID733
DID196,CID8666
DID196,CID90
DID197,CID504
DID198,CID1750
DID198,CID4750
DID199,CID7630
DID200,CID4047
DID200,CID8708
DID201,CID4668
DID202,CID7414
DID202,CID8927
DID203,CID1928
DID203,CID3081
DID203,CID5025
DID204,CID2612
DID204,CID3382
DID204,CID5316
DID205,CID1122
DID205,CID3746
DID206,CID2241
DID206,CID6596
DID206,CID7303
DID206,CID8734
DID207,CID4083
DID207,CID477
DID207,CID7765
DID207,CID8043
DID207,CID8350
DID208,CID5517
DID208,CID5813
DID208,CID7251
DID209,CID3965
DID209,CID4880
DID209,CID5232
DID209,CID74
DID209,CID8860
DID210,CID5285
DID211,CID8083
DID211,CID8125
DID211,CID8980
DID212,CID5223
DID213,CID1726
DID213,CID236
DID213,CID8678
DID213,CID8976
DID214,CID1534
DID214,CID2930
DID214,CID4943
DID214,CID7888
DID214,CID7981
DID215,CID5589
DID215,CID8412
DID216,CID276
DID216,CID2887
DID216,CID3499
DID216,CID5749
DID216,CID6256
DID217,CID2980
DID217,CID5622
DID217,CID6156
DID217,CID7644
DID217,CID8872
DID218,CID1577
DID218,CID4196
DID218,CID8813
DID218,CID8880
DID219,CID3632
DID219,CID4413
DID219,CID5858
DID220,CID2595
DID220,CID4540
DID220,CID6691
DID220,CID7698
DID220,CID8843
DID221,CID1255
DID221,CID4046
DID221,CID6443
DID222,CID3571
DID223,CID2119
DID223,CID59
DID223,CID930
DID224,CID1641
DID224,CID2312
DID224,CID5260
DID224,CID6600
DID224,CID8880
DID225,CID1559
DID225,CID8213
DID226,CID2824
DID227,CID4612
DID228,CID61
DID228,CID962
DID229,CID3882
DID229,CID5014
DID229,CID5331
DID229,CID8564
DID230,CID3362
DID230,CID8532
DID231,CID762
DID231,CID8351
DID232,CID8465
DID233,CID2589
DID233,CID6441
DID234,CID4235
DID234,CID4261
DID234,CID7220
DID235,CID1846
DID235,CID3379
DID235,CID3442
DID235,CID62
DID235,CID6395
DID236,CID3055
DID236,CID3564
DID236,CID8592
DID237,CID3054
DID238,CID3370
DID238,CID4310
DID238,CID6438
DID238,CID6830
DID238,CID7448
DID239,CID7560
DID239,CID8398
DID239,CID8894
DID239,CID982
DID240,CID6469
DID240,CID8377
DID241,CID2658
DID241,CID840
DID241,CID8435
DID242,CID1449
DID242,CID1601
DID242,CID6966
DID242,CID8003
DID243,CID4568
DID243,CID7540
DID244,CID1469
DID244,CID3203
DID244,CID3697
DID244,CID7796
DID245,CID1589
DID245,CID5628
DID245,CID8943
DID246,CID4196
DID247,CID1174
DID247,CID1923
DID247,CID5116
DID248,CID3169
DID248,CID318
DID248,CID7866
DID249,CID1018
DID249,CID4518
DID249,CID4665
DID249,CID8039
DID249,CID8776
DID250,CID1649
DID250,CID345
DID250,CID4275
DID250,CID5856
DID251,CID3618
DID251,CID4397
DID252,CID394
DID252,CID3951
DID252,CID5267
DID252,CID5501
DID252,CID7903
DID253,CID2609
DID253,CID5429
DID253,CID6581
DID253,CID7244
DID253,CID7378
DID254,CID4249
DID254,CID4902
DID254,CID4978
DID254,CID6531
DID254,CID806
DID255,CID1012
DID255,CID1151
DID255,CID4297
DID255,CID8886
DID256,CID3916
DID256,CID4288
DID256,CID6554
DID256,CID7257
DID257,CID1363
DID257,CID1833
DID257,CID2152
DID258,CID7918
DID258,CID8875
DID259,CID189
DID260,CID1102
DID260,CID1599
DID260,CID2128
DID260,CID7786
DID261,CID447
DID262,CID434
DID262,CID4758
DID262,CID6036
DID262,CID7773
DID262,CID8556
DID263,CID1841
DID263,CID2254
DID263,CID6181
DID263,CID8206
DID264,CID7334
DID265,CID6802
DID265,CID7641
DID265,CID7729
DID265,CID8601
DID266,CID1400
DID266,CID902
DID267,CID3649
DID267,CID4056
DID267,CID5079
DID267,CID7996
DID267,CID7999
DID268,CID1305
DID268,CID1676
DID268,CID7539
DID268,CID8191
DID268,CID93
DID269,CID1607
DID269,CID3677
DID269,CID4817
DID270,CID3226
DID270,CID7539
DID270,CID8038
DID271,CID1765
DID272,CID1849
DID272,CID4060
DID272,CID5677
DID272,CID7482
DID273,CID922
DID274,CID2964
DID274,CID3038
DID274,CID3429
DID274,CID4597
DID275,CID5456
DID276,CID1996
DID276,CID4126
DID277,CID4655
DID278,CID2848
DID278,CID5702
DID278,CID7265
DID278,CID7650
DID278,CID870
DID279,CID4226
DID279,CID7370
DID279,CID7562
DID279,CID897
DID280,CID4270
DID280,CID4804
DID280,CID7436
DID280,CID8804
DID281,CID3065
DID281,CID3610
DID281,CID7419
DID281,CID7694
DID282,CID1634
DID283,CID261
DID283,CID3455
DID283,CID6080
DID283,CID649
DID283,CID7260
DID284,CID1445
DID284,CID8045
DID285,CID1533
DID285,CID7747
DID285,CID8541
DID285,CID8715
DID286,CID1197
DID286,CID4131
DID286,CID6449
DID286,CID6682
DID287,CID1194
DID287,CID2144
DID287,CID2900
DID287,CID3915
DID287,CID6180
DID288,CID4700
DID288,CID8401
DID289,CID3921
DID290,CID3625
DID291,CID1053
DID291,CID4864
DID291,CID5081
DID291,CID6784
DID291,CID8851
DID292,CID1158
DID292,CID5927
DID292,CID7285
DID292,CID7722
DID293,CID1746
DID293,CID4010
DID293,CID6012
DID294,CID3025
DID294,CID3962
DID294,CID4170
DID294,CID8043
DID295,CID3488
DID295,CID667
DID296,CID4190
DID296,CID4462
DID296,CID5445
DID296,CID5789
DID297,CID4156
DID297,CID4769
DID297,CID6935
DID298,CID8390
DID299,CID7076
DID300,CID5903
DID300,CID8233
DID301,CID3418
DID301,CID7929
DID302,CID1640
DID302,CID5231
DID302,CID5476
DID302,CID8826
DID302,CID8846
DID303,CID322
DID303,CID7158
DID303,CID7375
DID303,CID8628
DID304,CID143
DID304,CID2779
DID304,CID3823
DID304,CID7367
DID305,CID2088
DID306,CID3336
DID306,CID3721
DID306,CID3917
DID306,CID8600
DID306,CID978
DID307,CID1466
DID307,CID302
DID307,CID6355
DID308,CID1770
DID308,CID2701
DID308,CID544
DID309,CID1711
DID309,CID5111
DID309,CID5730
DID309,CID710
DID310,CID2063
DID310,CID6473
DID311,CID3795
DID311,CID4772
DID311,CID6014
DID311,CID8534
DID312,CID192
DID312,CID8430
DID313,CID5065
DID314,CID3004
DID314,CID4719
DID314,CID6730
DID314,CID7707
DID315,CID2085
DID315,CID520
DID315,CID5467
DID316,CID3519
DID316,CID3941
DID316,CID925
DID317,CID1889
DID317,CID2932
DID317,CID6755
DID318,CID2443
DID318,CID6481
DID318,CID7755
DID318,CID8906
DID319,CID1043
DID319,CID1167
DID319,CID1472
DID319,CID4269
DID320,CID2074
DID320,CID3135
DID320,CID5501
DID320,CID6499
DID321,CID394
DID322,CID2819
DID323,CID188
DID323,CID2691
DID323,CID5412
DID323,CID8615
DID324,CID4609
DID324,CID5870
DID324,CID7087
DID324,CID7433
DID325,CID1149
DID325,CID4223
DID325,CID7979
DID326,CID1167
DID326,CID3189
DID326,CID3970
DID326,CID6950
DID326,CID7687
DID327,CID1088
DID327,CID2841
DID327,CID5643
DID327,CID8126
DID328,CID1853
DID328,CID2928
DID328,CID3497
DID328,CID5661
DID328,CID6979
DID329,CID7990
DID330,CID5634
DID331,CID3292
DID331,CID4988
DID331,CID973
DID332,CID3432
DID333,CID6287
DID333,CID6775
DID333,CID8303
DID334,CID4118
DID335,CID3816
DID335,CID4559
DID335,CID4640
DID335,CID588
DID335,CID8380
DID336,CID170
DID336,CID6370
DID336,CID7117
DID336,CID7191
DID337,CID3467
DID337,CID398
DID337,CID8155
DID338,CID6997
DID338,CID7052
DID338,CID775
DID339,CID5056
DID339,CID6457
DID339,CID6469
DID340,CID6416
DID341,CID1447
DID341,CID2291
DID342,CID3532
DID342,CID4240
DID342,CID7174
DID342,CID758
DID342,CID7892
DID343,CID2335
DID343,CID5384
DID343,CID7184
DID344,CID3651
DID344,CID8890
DID345,CID5911
DID346,CID11
DID346,CID2024
DID346,CID2394
DID346,CID3951
DID346,CID6737
DID347,CID5349
DID348,CID3626
DID348,CID4106
DID348,CID5216
DID349,CID117
DID349,CID5560
DID349,CID566
DID350,CID5550
DID350,CID6149
DID350,CID6359
DID350,CID7325
DID350,CID7397
DID351,CID1989
DID352,CID3992
DID353,CID104
DID353,CID1449
DID353,CID6428
DID353,CID931
DID354,CID2890
DID354,CID4811
DID354,CID7702
DID355,CID8215
DID355,CID8351
DID356,CID277
DID356,CID4934
DID356,CID5881
DID356,CID6383
DID356,CID8645
DID357,CID3680
DID357,CID4083
DID358,CID6209
DID358,CID6350
DID358,CID6694
DID359,CID6851
DID360,CID223
DID360,CID2320
DID360,CID3222
DID360,CID448
DID360,CID6473
DID361,CID1466
DID361,CID4440
DID361,CID5277
DID361,CID8205
DID362,CID6557
DID363,CID3450
DID364,CID491
DID364,CID6732
DID364,CID7057
DID365,CID2974
DID365,CID3464
DID365,CID715
DID366,CID6931
DID366,CID993
DID367,CID7523
DID368,CID2631
DID368,CID5004
DID368,CID7422
DID368,CID8405
DID369,CID1263
DID369,CID4273
DID369,CID7471
DID370,CID1692
DID370,CID3620
DID370,CID6263
DID370,CID7131
DID370,CID716
DID371,CID1082
DID371,CID1183
DID372,CID3763
DID372,CID5109
DID372,CID5536
DID372,CID7044
DID372,CID8236
DID373,CID5381
DID374,CID1526
DID374,CID2460
DID374,CID337
DID374,CID8862
DID375,CID5791
DID375,CID964
DID376,CID1917
DID376,CID342
DID376,CID5742
DID376,CID7169
DID376,CID7186
DID377,CID5221
DID377,CID5236
DID377,CID5244
DID377,CID5465
DID378,CID1665
DID378,CID2376
DID378,CID3162
DID378,CID352
DID378,CID8752
DID379,CID3814
DID379,CID5628
DID379,CID6197
DID379,CID6785
DID379,CID8509
DID380,CID1057
DID380,CID1711
DID380,CID4075
DID380,CID4853
DID380,CID8296
DID381,CID1605
DID382,CID4769
DID383,CID1052
DID383,CID589
DID383,CID8223
DID384,CID4789
DID384,CID5160
DID384,CID5937
DID384,CID8364
DID385,CID3307
DID386,CID1772
DID386,CID2978
DID386,CID3341
DID386,CID4985
DID386,CID7081
DID387,CID1115
DID387,CID1475
DID387,CID1479
DID387,CID2422
DID388,CID6977
DID389,CID1478
DID389,CID221
DID389,CID294
DID389,CID3973
DID389,CID6298
DID390,CID5752
DID391,CID1129
DID391,CID1963
DID391,CID2078
DID391,CID4433
DID391,CID8968
DID392,CID269
DID392,CID3059
DID393,CID808
DID393,CID8198
DID394,CID1014
DID394,CID1124
DID394,CID1316
DID394,CID6637
DID394,CID7791
DID395,CID248
DID396,CID2258
DID396,CID2722
DID396,CID5936
DID396,CID6669
DID396,CID7333
DID397,CID5136
DID397,CID8341
DID398,CID139
DID398,CID1455
DID398,CID5588
DID399,CID1967
DID399,CID2466
DID399,CID3902
DID399,CID7194
DID399,CID894
DID400,CID2873
DID400,CID4363
DID400,CID6341
DID401,CID2204
DID401,CID8086
DID401,CID8186
DID402,CID6203
DID402,CID7838
DID403,CID2254
DID403,CID7138
DID403,CID7582
DID403,CID8604
DID404,CID2047
DID404,CID470
DID404,CID6544
DID404,CID8393
DID405,CID186
DID405,CID3373
DID405,CID3380
DID405,CID3839
DID405,CID7344
DID406,CID1195
DID406,CID4069
DID406,CID5888
DID406,CID6186
DID406,CID7061
DID407,CID6301
DID407,CID6425
DID407,CID8310
DID408,CID7968
DID409,CID3930
DID409,CID4975
DID409,CID6407
DID409,CID993
DID410,CID3484
DID410,CID4183
DID410,CID4945
DID410,CID7126
DID410,CID7509
DID411,CID2176
DID412,CID3220
DID412,CID3676
DID412,CID3757
DID413,CID1533
DID413,CID173
DID413,CID2956
DID413,CID3324
DID413,CID8052
DID414,CID3957
DID414,CID8680
DID415,CID1275
DID415,CID4534
DID415,CID5506
DID415,CID8195
DID416,CID2940
DID417,CID1310
DID417,CID1767
DID417,CID2245
DID417,CID496
DID417,CID6371
DID418,CID157
DID418,CID2223
DID418,CID3094
DID418,CID3933
DID419,CID174
DID419,CID3408
DID419,CID5868
DID420,CID4712
DID420,CID4998
DID421,CID1949
DID422,CID2141
DID422,CID2814
DID422,CID3968
DID422,CID4070
DID422,CID8449
DID423,CID1376
DID423,CID2826
DID424,CID3730
DID424,CID7682
DID425,CID1146
DID425,CID1277
DID425,CID4264
DID425,CID823
DID426,CID1706
DID426,CID5082
DID426,CID5708
DID426,CID8893
DID427,CID5801
DID427,CID8646
DID428,CID3791
DID428,CID8147
DID429,CID1691
DID429,CID4996
DID429,CID570
DID429,CID8362
DID429,CID8864
DID430,CID1706
DID430,CID4220
DID430,CID5753
DID430,CID7197
DID430,CID7651
DID431,CID353
DID431,CID4591
DID431,CID5095
DID431,CID6817
DID432,CID8365
DID433,CID4369
DID434,CID1290
DID434,CID1716
DID434,CID5674
DID434,CID6315
DID434,CID7490
DID435,CID1018
DID435,CID3902
DID435,CID6782
DID436,CID3949
DID437,CID1028
DID437,CID1513
DID437,CID3369
DID438,CID2356
DID438,CID459
DID438,CID5417
DID438,CID8306
DID439,CID2903
DID439,CID3988
DID439,CID7825
DID440,CID3999
DID440,CID4687
DID440,CID6770
DID441,CID3474
DID441,CID5062
DID441,CID7608
DID442,CID1480
DID442,CID8513
DID442,CID8570
DID443,CID2521
DID443,CID94
DID444,CID806
DID445,CID5752
DID446,CID3459
DID446,CID455
DID446,CID6096
DID446,CID7763
DID446,CID8143
DID447,CID731
DID448,CID4337
DID449,CID4995
DID449,CID7936
DID450,CID5745
DID450,CID7598
DID450,CID7762
DID450,CID8167
DID450,CID8429
DID451,CID2542
DID451,CID5836
DID452,CID1715
DID452,CID5345
DID452,CID6548
DID452,CID7793
DID453,CID3083
DID453,CID4786
DID453,CID6440
DID454,CID1637
DID454,CID380
DID454,CID4298
DID454,CID449
DID454,CID6492
DID455,CID2051
DID455,CID2108
DID455,CID4031
DID455,CID608
DID456,CID2759
DID456,CID7937
DID457,CID5691
DID458,CID5269
DID458,CID6416
DID459,CID1292
DID459,CID3225
DID459,CID4864
DID459,CID8608
DID460,CID679
DID460,CID6981
DID460,CID7208
DID460,CID7732
DID461,CID5277
DID461,CID5331
DID462,CID8519
DID463,CID3530
DID463,CID6828
DID463,CID7411
DID464,CID135
DID464,CID5495
DID464,CID7223
DID465,CID2620
DID465,CID7479
DID466,CID1317
DID466,CID2323
DID466,CID3918
DID466,CID4433
DID467,CID7782
DID468,CID3603
DID468,CID5184
DID468,CID5201
DID469,CID7684
DID470,CID7488
DID471,CID3311
DID471,CID3647
DID471,CID4490
DID471,CID6682
DID472,CID1140
DID473,CID1890
DID473,CID5068
DID473,CID7679
DID473,CID869
DID474,CID3086
DID474,CID6704
DID474,CID7276
DID474,CID8240
DID475,CID1029
DID475,CID1961
DID475,CID4140
DID475,CID7619
DID475,CID8016
DID476,CID1346
DID476,CID2457
DID476,CID440
DID476,CID6805
DID476,CID7949
DID477,CID136
DID477,CID4785
DID477,CID7221
DID477,CID7557
DID477,CID7652
DID478,CID2557
DID478,CID5027
DID478,CID5099
DID479,CID1949
DID479,CID3565
DID479,CID3689
DID479,CID5005
DID479,CID7558
DID480,CID1588
DID480,CID2458
DID480,CID4653
DID480,CID6033
DID480,CID6499
DID481,CID4690
DID481,CID7588
DID481,CID8218
DID481,CID87
DID482,CID3774
DID482,CID4513
DID483,CID2245
DID484,CID2498
DID484,CID5641
DID484,CID8040
DID484,CID8938
DID485,CID2304
DID485,CID3852
DID485,CID6986
DID485,CID7235
DID486,CID5212
DID486,CID7825
DID487,CID2362
DID487,CID2379
DID487,CID2734
DID488,CID1169
DID488,CID3647
DID488,CID6028
DID489,CID8435
DID490,CID2430
DID490,CID2755
DID490,CID2863
DID490,CID6419
DID490,CID694
DID491,CID1842
DID491,CID2213
DID491,CID592
DID491,CID712
DID491,CID8247
DID492,CID120
DID492,CID5749
DID492,CID8102
DID492,CID8503
DID492,CID867
DID493,CID5193
DID493,CID7463
DID494,CID2305
DID494,CID8932
DID495,CID2609
DID495,CID384
DID495,CID421
DID495,CID7386
DID496,CID247
DID496,CID3775
DID496,CID655
DID496,CID8663
DID497,CID1652
DID497,CID5573
DID497,CID6252
DID497,CID7321
DID497,CID797
DID498,CID2244
DID498,CID4654
DID498,CID645
DID499,CID208
DID499,CID2578
DID499,CID4146
DID499,CID8180
DID500,CID1595
DID500,CID2211
DID500,CID4443
DID500,CID470
DID500,CID8936
DID501,CID3420
DID501,CID5841
DID501,CID6491
DID501,CID6827
DID502,CID2010
DID502,CID3311
DID502,CID5265
DID502,CID5957
DID502,CID6436
DID503,CID2739
DID503,CID4743
DID503,CID5714
DID503,CID7250
DID503,CID8030
DID504,CID7773
DID505,CID218
DID506,CID2798
DID506,CID5176
DID506,CID5342
DID506,CID8114
DID506,CID8620
DID507,CID2406
DID507,CID5241
DID507,CID8200
DID508,CID2511
DID508,CID6690
DID508,CID673
DID508,CID7704
DID509,CID167
DID509,CID1921
DID509,CID2421
DID510,CID1137
DID510,CID318
DID510,CID6936
DID511,CID4011
DID512,CID3707
DID512,CID4800
DID512,CID5258
DID512,CID6869
DID512,CID8285
DID513,CID2068
DID513,CID2366
DID514,CID2141
DID514,CID8137
DID515,CID1076
DID515,CID4828
DID515,CID6319
DID515,CID8776
DID516,CID1526
DID516,CID1564
DID516,CID317
DID516,CID5159
DID517,CID2478
DID517,CID563
DID518,CID3651
DID519,CID2690
DID519,CID423
DID519,CID6807
DID519,CID7589
DID519,CID8517
DID520,CID4005
DID520,CID4227
DID521,CID2171
DID521,CID5732
DID521,CID7378
DID522,CID3017
