BID,AID
BID78,AID2299
BID78,AID3100
BID79,AID2720
BID79,AID3118
BID80,AID2811
BID81,AID3131
BID81,AID3692
BID82,AID1296
BID82,AID997
BID83,AID495
BID84,AID2017
BID84,AID22
BID85,AID2324
BID85,AID3554
BID86,AID1554
BID86,AID3461
BID87,AID348
BID87,AID385
BID88,AID3787
BID89,AID1368
BID90,AID1280
BID90,AID2084
BID90,AID999
BID91,AID2435
BID91,AID946
BID92,AID1708
BID92,AID2746
BID93,AID1221
BID93,AID1699
BID93,AID1965
BID93,AID1977
BID94,AID378
BID95,AID936
BID96,AID2540
BID96,AID2643
BID96,AID771
BID96,AID835
BID97,AID308
BID97,AID3509
BID98,AID1517
BID99,AID1196
BID99,AID2972
BID100,AID284
BID100,AID630
BID101,AID2638
BID101,AID3409
BID101,AID3800
BID101,AID467
BID102,AID2462
BID102,AID3290
BID103,AID22
BID103,AID3425
BID103,AID3483
BID103,AID3488
BID104,AID2350
BID104,AID2892
BID105,AID1858
BID105,AID3453
BID105,AID475
BID105,AID52
BID106,AID145
BID107,AID79
BID108,AID1920
BID108,AID3709
BID109,AID1023
BID109,AID810
BID110,AID1525
BID110,AID3463
BID111,AID1502
BID112,AID442
BID112,AID458
BID113,AID189
BID113,AID2991
BID114,AID1616
BID114,AID3255
BID115,AID325
BID116,AID3123
BID116,AID3935
BID117,AID1384
BID118,AID2018
BID118,AID2786
BID118,AID2848
BID118,AID632
BID119,AID139
BID119,AID1993
BID120,AID1754
BID121,AID2394
BID121,AID3302
BID122,AID1185
BID123,AID2554
BID123,AID30
BID123,AID554
BID123,AID612
BID124,AID1707
BID124,AID3871
BID125,AID118
BID125,AID3142
BID126,AID3497
BID127,AID3948
BID128,AID1375
BID128,AID3629
BID129,AID264
BID130,AID431
BID130,AID498
BID131,AID3696
BID132,AID2958
BID133,AID1848
BID133,AID3593
BID134,AID3911
BID135,AID147
BID135,AID2665
BID135,AID3688
BID135,AID41
BID136,AID3590
BID136,AID491
BID136,AID803
BID137,AID3449
BID137,AID3492
BID138,AID2035
BID139,AID2264
BID139,AID2954
BID140,AID3641
BID140,AID70
BID141,AID1600
BID142,AID2685
BID142,AID924
BID143,AID1450
BID143,AID1708
BID144,AID1094
BID144,AID2671
BID145,AID2130
BID145,AID3507
BID146,AID2386
BID146,AID2811
BID147,AID1936
BID148,AID3243
BID148,AID3982
BID149,AID2762
BID150,AID837
BID151,AID3610
BID151,AID3969
BID152,AID2587
BID153,AID398
BID154,AID2260
BID154,AID2366
BID154,AID3939
BID154,AID669
BID155,AID1437
BID155,AID2625
BID156,AID2144
BID156,AID587
BID157,AID1550
BID158,AID1791
BID158,AID3769
BID159,AID17
BID159,AID3451
BID160,AID2331
BID161,AID1386
BID161,AID1754
BID161,AID2191
BID161,AID2705
BID162,AID2298
BID163,AID1834
BID164,AID1815
BID164,AID2376
BID164,AID2472
BID164,AID2881
BID165,AID2703
BID165,AID3366
BID165,AID3506
BID165,AID3972
BID166,AID150
BID166,AID3519
BID167,AID271
BID167,AID91
BID168,AID2205
BID168,AID3675
BID168,AID3732
BID168,AID934
BID169,AID1803
BID169,AID2558
BID170,AID3000
BID170,AID3950
BID171,AID1882
BID171,AID215
BID172,AID1104
BID172,AID1499
BID172,AID3196
BID173,AID1009
BID173,AID2282
BID173,AID644
BID174,AID659
BID175,AID159
BID176,AID1569
BID176,AID189
BID177,AID1811
BID177,AID2753
BID178,AID2729
BID178,AID3766
BID178,AID9
BID178,AID99
BID179,AID2013
BID179,AID2595
BID180,AID2229
BID181,AID3730
BID182,AID2531
BID182,AID3031
BID183,AID3965
BID184,AID2317
BID184,AID2516
BID185,AID3691
BID185,AID915
BID186,AID2446
BID187,AID2532
BID187,AID626
BID188,AID3335
BID188,AID59
BID189,AID2674
BID189,AID2992
BID190,AID1067
BID190,AID1719
BID190,AID3673
BID190,AID3993
BID191,AID127
BID192,AID946
BID193,AID1188
BID193,AID1403
BID194,AID2443
BID195,AID2185
BID195,AID2872
BID195,AID2933
BID195,AID81
BID196,AID1939
BID197,AID2953
BID197,AID3393
BID198,AID1338
BID198,AID2461
BID199,AID2235
BID200,AID3709
BID200,AID3901
BID201,AID2399
BID202,AID1789
BID203,AID2836
BID203,AID2855
BID203,AID3126
BID204,AID3420
BID205,AID913
BID206,AID1329
BID206,AID1513
BID206,AID2238
BID207,AID3291
BID207,AID3487
BID208,AID3895
BID209,AID3810
BID210,AID2342
BID210,AID2600
BID211,AID1014
BID211,AID807
BID212,AID112
BID212,AID2908
BID213,AID2543
BID213,AID3802
BID214,AID1862
BID214,AID1989
BID215,AID3631
BID216,AID3827
BID217,AID174
BID217,AID2496
BID217,AID3022
BID217,AID3456
BID218,AID2037
BID218,AID2948
BID218,AID666
BID219,AID1022
BID219,AID1401
BID220,AID3692
BID221,AID1442
BID221,AID2919
BID222,AID2514
BID223,AID2554
BID223,AID2811
BID224,AID2147
BID225,AID2526
BID225,AID2664
BID226,AID749
BID227,AID1240
BID227,AID2784
BID228,AID1108
BID228,AID2518
BID228,AID276
BID228,AID3786
BID229,AID1402
BID230,AID1464
BID230,AID2174
BID230,AID2568
BID231,AID2944
BID232,AID2389
BID233,AID1183
BID233,AID1286
BID233,AID2236
BID233,AID2401
BID234,AID1321
BID234,AID3661
BID235,AID1119
BID235,AID2224
BID235,AID764
BID235,AID989
BID236,AID855
BID236,AID878
BID237,AID2622
BID238,AID2907
BID239,AID1107
BID239,AID2485
BID240,AID1305
BID240,AID2212
BID240,AID814
BID241,AID1000
BID241,AID1925
BID242,AID1322
BID242,AID18
BID243,AID1180
BID243,AID1613
BID244,AID2306
BID245,AID1532
BID246,AID1172
BID247,AID813
BID248,AID3537
BID248,AID3872
BID249,AID2093
BID250,AID3561
BID250,AID3636
BID250,AID951
BID251,AID3027
BID252,AID3792
BID252,AID733
BID253,AID2950
BID254,AID1661
BID254,AID1938
BID254,AID3227
BID254,AID59
BID255,AID1943
BID256,AID1424
BID257,AID2222
BID257,AID2653
BID257,AID3416
BID257,AID376
BID258,AID3006
BID259,AID342
BID259,AID381
BID260,AID1683
BID260,AID2351
BID261,AID2405
BID261,AID2616
BID262,AID1675
BID263,AID1037
BID263,AID2784
BID263,AID2786
BID263,AID949
BID264,AID2492
BID265,AID1508
BID265,AID162
BID266,AID1324
BID267,AID3570
BID268,AID2766
BID269,AID3784
BID270,AID324
BID271,AID1259
BID271,AID3053
BID272,AID36
BID273,AID2346
BID274,AID112
BID274,AID1603
BID275,AID3804
BID276,AID3922
BID277,AID2263
BID278,AID2711
BID278,AID2955
BID279,AID1312
BID279,AID1319
BID279,AID3046
BID279,AID3686
BID280,AID3222
BID280,AID603
BID281,AID3909
BID282,AID2932
BID282,AID594
BID283,AID1416
BID283,AID3392
BID284,AID2818
BID285,AID2415
BID285,AID3195
BID285,AID3318
BID285,AID339
BID286,AID2887
BID287,AID2467
BID288,AID1026
BID288,AID2301
BID288,AID3289
BID288,AID3549
BID289,AID3756
BID290,AID2843
BID290,AID358
BID291,AID3014
BID291,AID3736
BID292,AID3220
BID293,AID3888
BID294,AID1749
BID294,AID690
BID295,AID37
BID295,AID3881
BID296,AID1714
BID296,AID2890
BID297,AID1575
BID297,AID3751
BID298,AID3873
BID299,AID2481
BID300,AID37
BID300,AID782
BID301,AID3652
BID302,AID424
BID303,AID287
BID304,AID1379
BID304,AID2519
BID304,AID3008
BID304,AID744
BID305,AID1119
BID305,AID1981
BID306,AID1444
BID306,AID2874
BID307,AID1071
BID307,AID3036
BID308,AID1322
BID308,AID3423
BID309,AID999
BID310,AID3211
BID310,AID373
BID311,AID3520
BID312,AID3219
BID312,AID924
BID313,AID1284
BID314,AID1771
BID314,AID3240
BID315,AID1942
BID315,AID2505
BID315,AID3274
BID315,AID3636
BID316,AID100
BID316,AID1116
BID316,AID2367
BID316,AID2374
BID317,AID1217
BID317,AID2827
BID317,AID3251
BID317,AID400
BID318,AID374
BID319,AID3591
BID320,AID171
BID320,AID3366
BID321,AID1633
BID321,AID994
BID322,AID1421
BID323,AID3892
BID324,AID1658
BID324,AID2336
BID324,AID277
BID324,AID947
BID325,AID1403
BID326,AID1709
BID326,AID2197
BID326,AID709
BID327,AID1638
BID328,AID2355
BID328,AID3061
BID328,AID3955
BID329,AID3297
BID330,AID3454
BID331,AID336
BID331,AID895
BID332,AID1761
BID332,AID3451
BID333,AID1259
BID334,AID1782
BID334,AID2969
BID335,AID1528
BID335,AID2723
BID336,AID3791
BID336,AID503
BID337,AID1147
BID337,AID3878
BID338,AID3048
BID338,AID803
BID339,AID212
BID339,AID2654
BID340,AID190
BID340,AID3442
BID341,AID2137
BID341,AID3572
BID342,AID3487
BID342,AID976
BID343,AID1278
BID344,AID2293
BID344,AID2547
BID344,AID2970
BID344,AID937
BID345,AID3541
BID345,AID554
BID346,AID1516
BID346,AID3182
BID346,AID347
BID346,AID638
BID347,AID2150
BID347,AID2573
BID347,AID767
BID347,AID96
BID348,AID1705
BID349,AID1356
BID350,AID1085
BID351,AID742
BID352,AID3245
BID353,AID1037
BID353,AID1228
BID353,AID2670
BID353,AID3448
BID354,AID3608
BID355,AID1895
BID356,AID1209
BID357,AID3102
BID358,AID1666
BID359,AID2682
BID360,AID2027
BID361,AID1402
BID361,AID1945
BID361,AID2999
BID361,AID3881
BID362,AID1418
BID363,AID461
BID364,AID3218
BID364,AID738
BID365,AID2874
BID365,AID570
BID366,AID1817
BID367,AID1872
BID368,AID120
BID368,AID2498
BID369,AID207
BID369,AID3535
BID370,AID3890
BID370,AID886
BID371,AID1461
BID371,AID3369
BID372,AID1466
BID373,AID1654
BID373,AID3854
BID374,AID1648
BID374,AID2960
BID375,AID3706
BID375,AID806
BID376,AID3842
BID377,AID3594
BID377,AID775
BID377,AID797
BID377,AID988
BID378,AID1479
BID379,AID141
BID379,AID901
BID380,AID2286
BID380,AID244
BID381,AID1930
BID381,AID3802
BID382,AID568
BID383,AID1491
BID383,AID2491
BID383,AID3365
BID383,AID3658
BID384,AID2350
BID384,AID24
BID385,AID575
BID386,AID2061
BID386,AID387
BID386,AID789
BID387,AID1437
BID387,AID2320
BID387,AID3212
BID387,AID434
BID388,AID3455
BID388,AID849
BID389,AID2915
BID389,AID3334
BID389,AID3429
BID389,AID966
BID390,AID3201
BID391,AID268
BID392,AID2320
BID392,AID3781
BID393,AID625
BID394,AID3244
BID395,AID1839
BID396,AID960
BID397,AID2481
BID397,AID3664
BID398,AID2191
BID398,AID446
BID399,AID1894
BID399,AID2085
BID399,AID3442
BID399,AID408
BID400,AID1957
BID400,AID3703
BID401,AID2831
BID402,AID1258
BID402,AID2126
BID403,AID2329
BID403,AID924
BID404,AID298
BID405,AID3293
BID405,AID3797
BID406,AID2445
BID407,AID357
BID407,AID5
BID408,AID1417
BID409,AID2926
BID409,AID3712
BID410,AID1619
BID410,AID3637
BID411,AID1832
BID411,AID2756
BID412,AID1354
BID412,AID2237
BID413,AID3843
BID413,AID711
BID414,AID3970
BID415,AID2664
BID415,AID2880
BID415,AID966
BID416,AID3369
BID417,AID762
BID418,AID1062
BID418,AID1459
BID418,AID2866
BID419,AID24
BID419,AID2657
BID420,AID3404
BID420,AID3506
BID421,AID3276
BID422,AID228
BID422,AID2943
BID423,AID155
BID424,AID2637
BID425,AID105
BID425,AID2648
BID425,AID2845
BID425,AID3567
BID426,AID3906
BID427,AID3699
BID428,AID1964
BID429,AID2160
BID429,AID3616
BID430,AID1435
BID430,AID1452
BID430,AID1615
BID430,AID3659
BID431,AID1746
BID431,AID530
BID431,AID800
BID432,AID142
BID432,AID2010
BID433,AID2768
BID433,AID3134
BID434,AID1358
BID434,AID825
BID435,AID2715
BID436,AID3367
BID437,AID1415
BID437,AID246
BID438,AID3066
BID439,AID3996
BID440,AID2173
BID440,AID797
BID441,AID1314
BID441,AID664
BID442,AID1118
BID442,AID1137
BID442,AID3263
BID442,AID89
BID443,AID3052
BID443,AID3887
BID444,AID1551
BID444,AID2311
BID444,AID3713
BID445,AID2248
BID445,AID3256
BID445,AID3850
BID445,AID51
BID446,AID923
BID447,AID1995
BID447,AID647
BID448,AID235
BID448,AID2578
BID449,AID1967
BID449,AID2018
BID449,AID3267
BID449,AID803
BID450,AID3277
BID451,AID2319
BID452,AID1041
BID452,AID1795
BID452,AID3204
BID452,AID3763
BID453,AID2338
BID453,AID3555
BID454,AID722
BID455,AID3308
BID455,AID851
BID456,AID2915
BID457,AID1788
BID458,AID1976
BID459,AID1313
BID459,AID1560
BID460,AID1125
BID460,AID3691
BID461,AID2442
BID462,AID147
BID462,AID1968
BID462,AID47
BID463,AID3131
BID464,AID3151
BID465,AID1849
BID466,AID1756
BID467,AID1145
BID468,AID2124
BID469,AID1494
BID469,AID866
BID470,AID1262
BID471,AID1604
BID471,AID2
BID471,AID2215
BID472,AID3797
BID473,AID1827
BID473,AID770
BID474,AID1634
BID475,AID1288
BID475,AID3943
BID476,AID2091
BID477,AID1018
BID477,AID2275
BID477,AID842
BID477,AID963
BID478,AID2450
BID478,AID2558
BID479,AID973
BID480,AID1129
BID480,AID233
BID481,AID2043
BID481,AID3084
BID482,AID3200
BID483,AID2153
BID484,AID3699
BID485,AID1273
BID485,AID1421
BID486,AID2255
BID487,AID3391
BID488,AID902
BID489,AID1497
BID489,AID2820
BID489,AID3430
BID490,AID2023
BID490,AID2534
BID491,AID2460
BID492,AID1291
BID493,AID2504
BID493,AID569
BID494,AID2008
BID495,AID1726
BID495,AID597
BID496,AID3650
BID496,AID924
BID497,AID2832
BID498,AID3688
BID499,AID1252
BID499,AID1743
BID499,AID3503
BID500,AID2098
BID500,AID2517
BID501,AID208
BID501,AID2353
BID502,AID2257
BID503,AID1087
BID503,AID409
BID504,AID151
BID504,AID2989
BID504,AID3041
BID504,AID3286
BID505,AID2283
BID505,AID709
BID506,AID884
BID507,AID2268
BID508,AID3911
BID509,AID2833
BID509,AID453
BID510,AID1944
BID510,AID2492
BID510,AID3020
BID510,AID3172
BID511,AID2053
BID511,AID2727
BID512,AID1271
BID512,AID3842
BID513,AID1187
BID514,AID2015
BID514,AID3218
BID515,AID1544
BID515,AID2055
BID516,AID1939
BID516,AID2136
BID516,AID2857
BID516,AID3176
BID517,AID1122
BID518,AID316
BID518,AID905
BID519,AID1221
BID519,AID1275
BID520,AID2628
BID520,AID3170
BID521,AID1943
BID521,AID2598
BID522,AID1882
BID523,AID1340
BID524,AID327
BID524,AID3467
BID525,AID2495
BID525,AID3417
BID526,AID839
BID527,AID2001
BID528,AID2570
BID528,AID2702
BID529,AID1218
BID530,AID1655
BID531,AID1058
BID531,AID297
BID531,AID3672
BID531,AID3855
BID532,AID2531
BID532,AID3609
BID533,AID2141
BID533,AID2343
BID534,AID1043
BID534,AID3230
BID535,AID1443
BID535,AID2365
BID536,AID3157
BID536,AID3267
BID537,AID2836
BID537,AID539
BID538,AID1446
BID538,AID3311
BID539,AID161
BID540,AID2134
BID540,AID2311
BID541,AID251
BID542,AID2753
BID543,AID3925
BID544,AID1807
BID544,AID3882
BID545,AID530
BID546,AID3780
BID546,AID841
BID547,AID323
BID547,AID515
BID547,AID778
BID548,AID3703
BID548,AID673
BID549,AID811
BID550,AID3103
BID551,AID3810
BID552,AID1543
BID552,AID3891
BID553,AID1359
BID553,AID2739
BID553,AID30
BID553,AID3659
BID554,AID771
BID555,AID3751
BID556,AID2301
BID557,AID2718
BID557,AID3146
BID558,AID2113
BID558,AID3744
BID558,AID428
BID559,AID1209
BID559,AID3440
BID560,AID846
BID561,AID1152
BID562,AID2991
BID563,AID2952
BID563,AID3387
BID564,AID103
BID564,AID2335
BID565,AID3097
BID565,AID3261
BID566,AID173
BID567,AID555
BID568,AID2221
BID568,AID449
BID569,AID1327
BID570,AID218
BID570,AID275
BID570,AID300
BID570,AID3352
BID571,AID296
BID572,AID2556
BID572,AID2899
BID572,AID3375
BID573,AID3732
BID574,AID1967
BID574,AID1970
BID575,AID3284
BID575,AID3683
BID576,AID1700
BID576,AID2891
BID576,AID9
BID577,AID3433
BID577,AID3448
BID578,AID1379
BID578,AID1486
BID579,AID1637
BID580,AID1092
BID580,AID2101
BID581,AID2394
BID581,AID3505
BID581,AID72
BID582,AID818
BID583,AID369
BID584,AID2708
BID584,AID869
BID585,AID196
BID585,AID2354
BID585,AID3403
BID585,AID3887
BID586,AID388
BID587,AID3303
BID587,AID458
BID588,AID1239
BID589,AID1028
BID589,AID655
BID590,AID2465
BID591,AID420
BID592,AID1435
BID592,AID1685
BID592,AID2970
BID593,AID3698
BID593,AID3731
BID594,AID1817
BID595,AID2280
BID595,AID578
BID596,AID2063
BID596,AID3436
BID596,AID524
BID596,AID93
BID597,AID2724
BID598,AID1614
BID599,AID3073
BID599,AID520
BID600,AID447
BID600,AID790
BID601,AID3289
BID601,AID3877
BID602,AID1802
BID602,AID2211
BID602,AID3369
BID602,AID728
BID603,AID1111
BID603,AID3100
BID604,AID1349
BID604,AID2877
BID604,AID3861
BID605,AID1125
BID605,AID3635
BID606,AID3409
BID606,AID3506
BID607,AID3500
BID608,AID3047
BID608,AID3914
BID609,AID2641
BID609,AID3661
BID610,AID2882
BID610,AID715
BID611,AID3402
BID611,AID617
BID612,AID3108
BID612,AID3501
BID612,AID3518
BID613,AID187
BID613,AID2916
BID614,AID3658
BID615,AID1147
BID615,AID3007
BID615,AID3813
BID615,AID925
BID616,AID1890
BID616,AID2290
BID616,AID3649
BID616,AID595
BID617,AID3710
BID618,AID2803
BID618,AID3855
BID619,AID1873
BID619,AID3655
BID620,AID1177
BID621,AID1247
BID622,AID3113
BID622,AID3448
BID623,AID601
BID624,AID414
BID625,AID154
BID626,AID1535
BID627,AID2891
BID628,AID2246
BID628,AID2868
BID629,AID584
BID630,AID1823
BID630,AID3999
BID631,AID2356
BID632,AID1675
BID632,AID745
BID633,AID1318
BID633,AID1484
BID634,AID1743
BID634,AID2218
BID634,AID3172
BID634,AID3402
BID635,AID2439
BID635,AID257
BID635,AID614
BID636,AID475
BID636,AID743
BID637,AID3358
BID637,AID443
BID638,AID2205
BID638,AID3607
BID639,AID1560
BID640,AID1714
BID640,AID350
BID641,AID1616
BID642,AID2463
BID643,AID1121
BID644,AID1433
BID644,AID993
BID645,AID1481
BID645,AID3045
BID646,AID1699
BID646,AID1919
BID646,AID2066
BID646,AID3281
BID647,AID1716
BID648,AID1577
BID648,AID2861
BID649,AID3647
BID649,AID3798
BID650,AID3894
BID651,AID1785
BID652,AID3000
BID653,AID158
BID653,AID1852
BID653,AID2695
BID654,AID766
BID655,AID2682
BID655,AID3176
BID655,AID3979
BID656,AID1414
BID656,AID3562
BID657,AID2741
BID658,AID2391
BID659,AID1589
BID659,AID2353
BID660,AID1132
BID660,AID1644
BID661,AID3419
BID661,AID3852
BID662,AID2529
BID662,AID2600
BID663,AID239
BID664,AID1587
BID665,AID2409
BID666,AID1927
BID666,AID194
BID666,AID1980
BID666,AID2641
BID667,AID1328
BID668,AID1251
BID668,AID2026
BID669,AID325
BID670,AID1071
BID670,AID2372
BID670,AID2706
BID670,AID85
BID671,AID1500
BID671,AID3197
BID672,AID2002
BID673,AID1334
BID674,AID1725
BID675,AID1505
BID676,AID3812
BID677,AID1912
BID677,AID2280
BID677,AID2352
BID677,AID3267
BID678,AID649
BID679,AID3980
BID680,AID1762
BID680,AID1904
BID680,AID2229
BID680,AID255
BID681,AID2345
BID681,AID649
BID682,AID3455
BID683,AID1926
BID683,AID97
BID684,AID2210
BID685,AID1549
BID685,AID800
BID686,AID1074
BID686,AID1515
BID686,AID3605
BID686,AID3932
BID687,AID189
BID687,AID275
BID688,AID3496
BID689,AID1074
BID690,AID1360
BID690,AID3125
BID691,AID2647
BID692,AID3634
BID693,AID2247
BID693,AID52
BID694,AID3891
BID695,AID225
BID695,AID84
BID696,AID745
BID697,AID1075
BID697,AID112
BID698,AID205
BID699,AID3344
BID700,AID1708
BID700,AID3026
BID701,AID3256
BID701,AID3486
BID701,AID3982
BID701,AID412
BID702,AID2180
BID702,AID3599
BID703,AID3695
BID703,AID425
BID704,AID3862
BID705,AID3467
BID706,AID1564
BID706,AID3912
BID707,AID1940
BID707,AID242
BID708,AID2363
BID708,AID2531
BID709,AID1493
BID709,AID2683
BID709,AID2987
BID710,AID663
BID711,AID3846
BID711,AID864
BID712,AID2536
BID712,AID644
BID712,AID938
BID713,AID1998
BID713,AID670
BID714,AID3959
BID715,AID1275
BID715,AID1304
BID716,AID2644
BID716,AID2784
BID717,AID2621
BID717,AID2776
BID717,AID2864
BID717,AID890
BID718,AID1217
BID718,AID1591
BID719,AID306
BID720,AID1052
BID720,AID3955
BID721,AID2440
BID721,AID46
BID722,AID3818
BID722,AID50
BID723,AID2748
BID724,AID2823
BID724,AID3889
BID725,AID1305
BID726,AID3695
BID727,AID53
BID728,AID1152
BID728,AID3733
BID729,AID2816
BID730,AID83
BID731,AID253
BID731,AID821
BID732,AID1125
BID732,AID2044
BID732,AID2797
BID733,AID2984
BID734,AID2418
BID734,AID847
BID735,AID2536
BID735,AID3565
BID735,AID806
BID736,AID1600
BID736,AID2651
BID737,AID3183
BID738,AID3787
BID739,AID3295
BID740,AID1589
BID741,AID355
BID742,AID2726
BID743,AID1126
BID743,AID865
BID744,AID1693
BID744,AID2580
BID745,AID395
BID746,AID2174
BID746,AID2987
BID746,AID3434
BID746,AID692
BID747,AID297
BID747,AID539
BID748,AID1812
BID748,AID1975
BID748,AID2497
BID748,AID3927
BID749,AID1022
BID749,AID3572
BID750,AID313
BID751,AID1681
BID751,AID468
BID752,AID3000
BID753,AID1647
BID753,AID3603
BID753,AID3724
BID754,AID497
BID755,AID3887
BID756,AID1339
BID756,AID755
BID757,AID3968
BID758,AID1255
BID759,AID1717
BID759,AID2406
BID759,AID2743
BID759,AID3854
BID760,AID873
BID761,AID1268
BID762,AID1693
BID762,AID3233
BID763,AID1036
BID763,AID2485
BID764,AID3425
BID764,AID541
BID765,AID3663
BID765,AID984
BID766,AID90
BID767,AID2309
BID767,AID3354
BID768,AID1882
BID768,AID2143
BID768,AID698
BID769,AID1078
BID770,AID2708
BID771,AID1467
BID771,AID842
BID772,AID2383
BID772,AID3147
BID773,AID2685
BID774,AID2622
BID775,AID1318
BID775,AID3996
BID776,AID1126
BID776,AID2695
BID776,AID3293
BID776,AID546
BID777,AID139
BID777,AID2037
BID777,AID2401
BID778,AID798
BID779,AID1292
BID780,AID2917
BID781,AID1546
BID781,AID389
BID782,AID2624
BID782,AID65
BID783,AID709
BID784,AID1266
BID784,AID1820
BID784,AID2247
BID785,AID2966
BID786,AID1387
BID786,AID1922
BID787,AID3459
BID788,AID760
BID789,AID3507
BID790,AID2734
BID790,AID3884
BID790,AID411
BID791,AID244
BID791,AID2699
BID792,AID3324
BID793,AID3586
BID793,AID464
BID794,AID1263
BID794,AID236
BID794,AID3605
BID794,AID78
BID795,AID1876
BID795,AID3832
BID796,AID2005
BID796,AID844
BID797,AID3950
BID798,AID1299
BID798,AID334
BID799,AID1210
BID800,AID1078
BID801,AID711
BID802,AID2144
BID802,AID2585
BID802,AID2686
BID802,AID2887
BID803,AID1011
BID804,AID458
BID805,AID1657
BID805,AID792
BID806,AID3743
BID806,AID546
BID807,AID1476
BID808,AID1517
BID808,AID739
BID809,AID1963
BID809,AID624
BID810,AID3670
BID811,AID572
BID811,AID645
BID812,AID3119
BID813,AID3109
BID814,AID1136
BID814,AID1476
BID814,AID2563
BID814,AID3090
BID815,AID326
BID816,AID2561
BID816,AID3056
BID817,AID2064
BID817,AID3826
BID818,AID2795
BID819,AID3326
BID819,AID770
BID820,AID3052
BID820,AID3811
BID821,AID222
BID821,AID973
BID822,AID1431
BID822,AID2052
BID822,AID2626
BID822,AID459
BID823,AID185
BID823,AID3020
BID824,AID2899
BID824,AID3804
BID825,AID1636
BID825,AID79
BID826,AID1504
BID826,AID355
BID827,AID3070
BID827,AID728
BID828,AID2115
BID829,AID3337
BID829,AID50
BID830,AID1804
BID830,AID3589
BID831,AID1095
BID831,AID1775
BID831,AID339
BID832,AID3731
BID833,AID1808
BID833,AID2706
BID834,AID3437
BID834,AID712
BID835,AID1469
BID835,AID2222
BID835,AID2959
BID836,AID421
BID837,AID1649
BID837,AID3562
BID838,AID168
BID839,AID1479
BID839,AID1604
BID840,AID1174
BID840,AID3275
BID841,AID1731
BID841,AID3388
BID842,AID3481
BID842,AID3685
BID843,AID1742
BID843,AID2537
BID844,AID2331
BID844,AID3675
BID845,AID3142
BID845,AID3657
BID846,AID249
BID846,AID2771
BID847,AID550
BID848,AID3940
BID848,AID50
BID849,AID685
BID850,AID2425
BID851,AID1559
BID851,AID2015
BID851,AID3025
BID851,AID3172
BID852,AID3453
BID852,AID3752
BID852,AID3828
BID853,AID2616
BID853,AID320
BID853,AID459
BID854,AID510
BID855,AID1494
BID855,AID548
BID856,AID3676
BID857,AID2290
BID858,AID915
BID859,AID2391
BID859,AID2585
BID859,AID281
BID860,AID1049
BID860,AID1320
BID861,AID2038
BID861,AID2487
BID861,AID2551
BID861,AID3995
BID862,AID503
BID863,AID2625
BID864,AID2561
BID865,AID3222
BID865,AID3663
BID866,AID2299
BID867,AID3288
BID867,AID653
BID868,AID2309
BID869,AID1802
BID869,AID2258
BID869,AID3757
BID870,AID1633
BID870,AID1706
BID870,AID560
BID870,AID871
BID871,AID2487
BID871,AID2607
BID872,AID2207
BID872,AID3305
BID872,AID3852
BID872,AID688
BID873,AID3865
BID873,AID3916
