"AID","DID"
"AID2586","DID222"
"AID2830","DID222"
"AID29","DID222"
"AID784","DID222"
"AID640","DID222"
"AID1564","DID222"
"AID1313","DID222"
"AID1561","DID222"
"AID765","DID1263"
"AID1194","DID1263"
"AID2636","DID1263"
"AID720","DID1263"
"AID765","DID1318"
"AID1194","DID1318"
"AID2636","DID1318"
"AID720","DID1318"
"AID765","DID340"
"AID1194","DID340"
"AID2636","DID340"
"AID720","DID340"
"AID765","DID546"
"AID1194","DID546"
"AID2636","DID546"
"AID720","DID546"
"AID269","DID359"
"AID1163","DID359"
"AID2405","DID359"
"AID1821","DID359"
"AID2109","DID359"
"AID2656","DID359"
"AID2771","DID359"
"AID781","DID359"
"AID971","DID359"
"AID269","DID717"
"AID1163","DID717"
"AID2405","DID717"
"AID1821","DID717"
"AID2109","DID717"
"AID2656","DID717"
"AID2771","DID717"
"AID781","DID717"
"AID971","DID717"
"AID269","DID843"
"AID1163","DID843"
"AID2405","DID843"
"AID1821","DID843"
"AID2109","DID843"
"AID2656","DID843"
"AID2771","DID843"
"AID781","DID843"
"AID971","DID843"
"AID269","DID906"
"AID1163","DID906"
"AID2405","DID906"
"AID1821","DID906"
"AID2109","DID906"
"AID2656","DID906"
"AID2771","DID906"
"AID781","DID906"
"AID971","DID906"
"AID698","DID1473"
"AID2460","DID1473"
"AID71","DID1473"
"AID109","DID1473"
"AID1669","DID1473"
"AID1516","DID1473"
"AID1731","DID1473"
"AID2378","DID1473"
"AID1002","DID1473"
"AID1363","DID1473"
"AID2162","DID1473"
"AID2836","DID1473"
"AID698","DID359"
"AID2460","DID359"
"AID71","DID359"
"AID109","DID359"
"AID1669","DID359"
"AID1516","DID359"
"AID1731","DID359"
"AID2378","DID359"
"AID1002","DID359"
"AID1363","DID359"
"AID2162","DID359"
"AID2836","DID359"
"AID698","DID57"
"AID2460","DID57"
"AID71","DID57"
"AID109","DID57"
"AID1669","DID57"
"AID1516","DID57"
"AID1731","DID57"
"AID2378","DID57"
"AID1002","DID57"
"AID1363","DID57"
"AID2162","DID57"
"AID2836","DID57"
"AID698","DID953"
"AID2460","DID953"
"AID71","DID953"
"AID109","DID953"
"AID1669","DID953"
"AID1516","DID953"
"AID1731","DID953"
"AID2378","DID953"
"AID1002","DID953"
"AID1363","DID953"
"AID2162","DID953"
"AID2836","DID953"
"AID607","DID1210"
"AID615","DID1210"
"AID1355","DID1210"
"AID1467","DID1210"
"AID975","DID1210"
"AID1122","DID1210"
"AID1835","DID1210"
"AID607","DID1312"
"AID615","DID1312"
"AID1355","DID1312"
"AID1467","DID1312"
"AID975","DID1312"
"AID1122","DID1312"
"AID1835","DID1312"
"AID607","DID1329"
"AID615","DID1329"
"AID1355","DID1329"
"AID1467","DID1329"
"AID975","DID1329"
"AID1122","DID1329"
"AID1835","DID1329"
"AID607","DID1372"
"AID615","DID1372"
"AID1355","DID1372"
"AID1467","DID1372"
"AID975","DID1372"
"AID1122","DID1372"
"AID1835","DID1372"
"AID607","DID899"
"AID615","DID899"
"AID1355","DID899"
"AID1467","DID899"
"AID975","DID899"
"AID1122","DID899"
"AID1835","DID899"
"AID296","DID282"
"AID1550","DID282"
"AID1152","DID282"
"AID2486","DID282"
"AID1429","DID282"
"AID2330","DID282"
"AID2018","DID282"
"AID296","DID290"
"AID1550","DID290"
"AID1152","DID290"
"AID2486","DID290"
"AID1429","DID290"
"AID2330","DID290"
"AID2018","DID290"
"AID456","DID1069"
"AID2678","DID1069"
"AID402","DID1069"
"AID1561","DID1069"
"AID1940","DID1069"
"AID2015","DID1069"
"AID815","DID1069"
"AID2056","DID1069"
"AID2210","DID1069"
"AID408","DID1069"
"AID2209","DID1069"
"AID456","DID1208"
"AID2678","DID1208"
"AID402","DID1208"
"AID1561","DID1208"
"AID1940","DID1208"
"AID2015","DID1208"
"AID815","DID1208"
"AID2056","DID1208"
"AID2210","DID1208"
"AID408","DID1208"
"AID2209","DID1208"
"AID456","DID1237"
"AID2678","DID1237"
"AID402","DID1237"
"AID1561","DID1237"
"AID1940","DID1237"
"AID2015","DID1237"
"AID815","DID1237"
"AID2056","DID1237"
"AID2210","DID1237"
"AID408","DID1237"
"AID2209","DID1237"
"AID456","DID149"
"AID2678","DID149"
"AID402","DID149"
"AID1561","DID149"
"AID1940","DID149"
"AID2015","DID149"
"AID815","DID149"
"AID2056","DID149"
"AID2210","DID149"
"AID408","DID149"
"AID2209","DID149"
"AID456","DID440"
"AID2678","DID440"
"AID402","DID440"
"AID1561","DID440"
"AID1940","DID440"
"AID2015","DID440"
"AID815","DID440"
"AID2056","DID440"
"AID2210","DID440"
"AID408","DID440"
"AID2209","DID440"
"AID456","DID742"
"AID2678","DID742"
"AID402","DID742"
"AID1561","DID742"
"AID1940","DID742"
"AID2015","DID742"
"AID815","DID742"
"AID2056","DID742"
"AID2210","DID742"
"AID408","DID742"
"AID2209","DID742"
"AID845","DID1454"
"AID2640","DID1454"
"AID1638","DID1454"
"AID2537","DID1454"
"AID1376","DID1454"
"AID1452","DID1454"
"AID2599","DID1454"
"AID2605","DID1454"
"AID2718","DID1454"
"AID845","DID151"
"AID2640","DID151"
"AID1638","DID151"
"AID2537","DID151"
"AID1376","DID151"
"AID1452","DID151"
"AID2599","DID151"
"AID2605","DID151"
"AID2718","DID151"
"AID845","DID427"
"AID2640","DID427"
"AID1638","DID427"
"AID2537","DID427"
"AID1376","DID427"
"AID1452","DID427"
"AID2599","DID427"
"AID2605","DID427"
"AID2718","DID427"
"AID22","DID1431"
"AID585","DID1431"
"AID1609","DID1431"
"AID22","DID525"
"AID585","DID525"
"AID1609","DID525"
"AID559","DID1133"
"AID2726","DID1133"
"AID2846","DID1133"
"AID656","DID1133"
"AID1896","DID1133"
"AID1942","DID1133"
"AID2517","DID1133"
"AID699","DID1133"
"AID739","DID1133"
"AID559","DID1357"
"AID2726","DID1357"
"AID2846","DID1357"
"AID656","DID1357"
"AID1896","DID1357"
"AID1942","DID1357"
"AID2517","DID1357"
"AID699","DID1357"
"AID739","DID1357"
"AID559","DID294"
"AID2726","DID294"
"AID2846","DID294"
"AID656","DID294"
"AID1896","DID294"
"AID1942","DID294"
"AID2517","DID294"
"AID699","DID294"
"AID739","DID294"
"AID559","DID424"
"AID2726","DID424"
"AID2846","DID424"
"AID656","DID424"
"AID1896","DID424"
"AID1942","DID424"
"AID2517","DID424"
"AID699","DID424"
"AID739","DID424"
"AID559","DID508"
"AID2726","DID508"
"AID2846","DID508"
"AID656","DID508"
"AID1896","DID508"
"AID1942","DID508"
"AID2517","DID508"
"AID699","DID508"
"AID739","DID508"
"AID559","DID772"
"AID2726","DID772"
"AID2846","DID772"
"AID656","DID772"
"AID1896","DID772"
"AID1942","DID772"
"AID2517","DID772"
"AID699","DID772"
"AID739","DID772"
"AID1374","DID1042"
"AID2747","DID1042"
"AID2866","DID1042"
"AID1654","DID1042"
"AID2150","DID1042"
"AID583","DID1042"
"AID1065","DID1042"
"AID1471","DID1042"
"AID1831","DID1042"
"AID2982","DID1042"
"AID1374","DID119"
"AID2747","DID119"
"AID2866","DID119"
"AID1654","DID119"
"AID2150","DID119"
"AID583","DID119"
"AID1065","DID119"
"AID1471","DID119"
"AID1831","DID119"
"AID2982","DID119"
"AID1374","DID1245"
"AID2747","DID1245"
"AID2866","DID1245"
"AID1654","DID1245"
"AID2150","DID1245"
"AID583","DID1245"
"AID1065","DID1245"
"AID1471","DID1245"
"AID1831","DID1245"
"AID2982","DID1245"
"AID1374","DID497"
"AID2747","DID497"
"AID2866","DID497"
"AID1654","DID497"
"AID2150","DID497"
"AID583","DID497"
"AID1065","DID497"
"AID1471","DID497"
"AID1831","DID497"
"AID2982","DID497"
"AID15","DID1282"
"AID1011","DID1282"
"AID15","DID1359"
"AID1011","DID1359"
"AID15","DID479"
"AID1011","DID479"
"AID15","DID543"
"AID1011","DID543"
"AID15","DID977"
"AID1011","DID977"
"AID1218","DID1017"
"AID2181","DID1017"
"AID2349","DID1017"
"AID105","DID1017"
"AID2496","DID1017"
"AID2566","DID1017"
"AID735","DID1017"
"AID2432","DID1017"
"AID2607","DID1017"
"AID2693","DID1017"
"AID1218","DID538"
"AID2181","DID538"
"AID2349","DID538"
"AID105","DID538"
"AID2496","DID538"
"AID2566","DID538"
"AID735","DID538"
"AID2432","DID538"
"AID2607","DID538"
"AID2693","DID538"
"AID1218","DID985"
"AID2181","DID985"
"AID2349","DID985"
"AID105","DID985"
"AID2496","DID985"
"AID2566","DID985"
"AID735","DID985"
"AID2432","DID985"
"AID2607","DID985"
"AID2693","DID985"
"AID2835","DID344"
"AID2931","DID344"
"AID553","DID344"
"AID1530","DID344"
"AID2189","DID344"
"AID1188","DID344"
"AID1287","DID344"
"AID1331","DID344"
"AID721","DID344"
"AID1213","DID344"
"AID1266","DID344"
"AID1438","DID344"
"AID1759","DID344"
"AID1929","DID344"
"AID1934","DID344"
"AID2969","DID344"
"AID425","DID344"
"AID808","DID344"
"AID2835","DID402"
"AID2931","DID402"
"AID553","DID402"
"AID1530","DID402"
"AID2189","DID402"
"AID1188","DID402"
"AID1287","DID402"
"AID1331","DID402"
"AID721","DID402"
"AID1213","DID402"
"AID1266","DID402"
"AID1438","DID402"
"AID1759","DID402"
"AID1929","DID402"
"AID1934","DID402"
"AID2969","DID402"
"AID425","DID402"
"AID808","DID402"
"AID2089","DID726"
"AID1753","DID726"
"AID2595","DID726"
"AID2089","DID865"
"AID1753","DID865"
"AID2595","DID865"
"AID2089","DID973"
"AID1753","DID973"
"AID2595","DID973"
"AID1400","DID172"
"AID493","DID172"
"AID585","DID172"
"AID1557","DID172"
"AID1706","DID172"
"AID2904","DID172"
"AID2549","DID172"
"AID2557","DID172"
"AID1989","DID172"
"AID2394","DID172"
"AID2685","DID172"
"AID1400","DID56"
"AID493","DID56"
"AID585","DID56"
"AID1557","DID56"
"AID1706","DID56"
"AID2904","DID56"
"AID2549","DID56"
"AID2557","DID56"
"AID1989","DID56"
"AID2394","DID56"
"AID2685","DID56"
"AID1400","DID783"
"AID493","DID783"
"AID585","DID783"
"AID1557","DID783"
"AID1706","DID783"
"AID2904","DID783"
"AID2549","DID783"
"AID2557","DID783"
"AID1989","DID783"
"AID2394","DID783"
"AID2685","DID783"
"AID2388","DID1119"
"AID2884","DID1119"
"AID1865","DID1119"
"AID2388","DID167"
"AID2884","DID167"
"AID1865","DID167"
"AID2388","DID429"
"AID2884","DID429"
"AID1865","DID429"
"AID2388","DID767"
"AID2884","DID767"
"AID1865","DID767"
"AID2754","DID1247"
"AID2140","DID1247"
"AID2754","DID152"
"AID2140","DID152"
"AID2754","DID325"
"AID2140","DID325"
"AID2754","DID539"
"AID2140","DID539"
"AID2754","DID541"
"AID2140","DID541"
"AID1075","DID1016"
"AID1112","DID1016"
"AID2809","DID1016"
"AID353","DID1016"
"AID382","DID1016"
"AID1105","DID1016"
"AID1324","DID1016"
"AID2589","DID1016"
"AID204","DID1016"
"AID829","DID1016"
"AID1448","DID1016"
"AID1075","DID315"
"AID1112","DID315"
"AID2809","DID315"
"AID353","DID315"
"AID382","DID315"
"AID1105","DID315"
"AID1324","DID315"
"AID2589","DID315"
"AID204","DID315"
"AID829","DID315"
"AID1448","DID315"
"AID1075","DID988"
"AID1112","DID988"
"AID2809","DID988"
"AID353","DID988"
"AID382","DID988"
"AID1105","DID988"
"AID1324","DID988"
"AID2589","DID988"
"AID204","DID988"
"AID829","DID988"
"AID1448","DID988"
"AID45","DID1297"
"AID398","DID1297"
"AID2092","DID1297"
"AID941","DID1297"
"AID758","DID1297"
"AID1590","DID1297"
"AID2424","DID1297"
"AID2873","DID1297"
"AID2971","DID1297"
"AID1676","DID1297"
"AID1184","DID1297"
"AID1851","DID1297"
"AID734","DID1297"
"AID45","DID211"
"AID398","DID211"
"AID2092","DID211"
"AID941","DID211"
"AID758","DID211"
"AID1590","DID211"
"AID2424","DID211"
"AID2873","DID211"
"AID2971","DID211"
"AID1676","DID211"
"AID1184","DID211"
"AID1851","DID211"
"AID734","DID211"
"AID45","DID458"
"AID398","DID458"
"AID2092","DID458"
"AID941","DID458"
"AID758","DID458"
"AID1590","DID458"
"AID2424","DID458"
"AID2873","DID458"
"AID2971","DID458"
"AID1676","DID458"
"AID1184","DID458"
"AID1851","DID458"
"AID734","DID458"
"AID45","DID792"
"AID398","DID792"
"AID2092","DID792"
"AID941","DID792"
"AID758","DID792"
"AID1590","DID792"
"AID2424","DID792"
"AID2873","DID792"
"AID2971","DID792"
"AID1676","DID792"
"AID1184","DID792"
"AID1851","DID792"
"AID734","DID792"
"AID45","DID955"
"AID398","DID955"
"AID2092","DID955"
"AID941","DID955"
"AID758","DID955"
"AID1590","DID955"
"AID2424","DID955"
"AID2873","DID955"
"AID2971","DID955"
"AID1676","DID955"
"AID1184","DID955"
"AID1851","DID955"
"AID734","DID955"
"AID514","DID1160"
"AID1330","DID1160"
"AID184","DID1160"
"AID728","DID1160"
"AID1341","DID1160"
"AID2183","DID1160"
"AID514","DID433"
"AID1330","DID433"
"AID184","DID433"
"AID728","DID433"
"AID1341","DID433"
"AID2183","DID433"
"AID514","DID446"
"AID1330","DID446"
"AID184","DID446"
"AID728","DID446"
"AID1341","DID446"
"AID2183","DID446"
"AID514","DID551"
"AID1330","DID551"
"AID184","DID551"
"AID728","DID551"
"AID1341","DID551"
"AID2183","DID551"
"AID514","DID810"
"AID1330","DID810"
"AID184","DID810"
"AID728","DID810"
"AID1341","DID810"
"AID2183","DID810"
"AID514","DID936"
"AID1330","DID936"
"AID184","DID936"
"AID728","DID936"
"AID1341","DID936"
"AID2183","DID936"
"AID1507","DID1497"
"AID649","DID1497"
"AID1939","DID1497"
"AID2545","DID1497"
"AID2660","DID1497"
"AID321","DID1497"
"AID1231","DID1497"
"AID363","DID1497"
"AID78","DID1497"
"AID1828","DID1497"
"AID2469","DID1497"
"AID2330","DID1497"
"AID1507","DID392"
"AID649","DID392"
"AID1939","DID392"
"AID2545","DID392"
"AID2660","DID392"
"AID321","DID392"
"AID1231","DID392"
"AID363","DID392"
"AID78","DID392"
"AID1828","DID392"
"AID2469","DID392"
"AID2330","DID392"
"AID1507","DID737"
"AID649","DID737"
"AID1939","DID737"
"AID2545","DID737"
"AID2660","DID737"
"AID321","DID737"
"AID1231","DID737"
"AID363","DID737"
"AID78","DID737"
"AID1828","DID737"
"AID2469","DID737"
"AID2330","DID737"
"AID1507","DID837"
"AID649","DID837"
"AID1939","DID837"
"AID2545","DID837"
"AID2660","DID837"
"AID321","DID837"
"AID1231","DID837"
"AID363","DID837"
"AID78","DID837"
"AID1828","DID837"
"AID2469","DID837"
"AID2330","DID837"
"AID1432","DID1405"
"AID2116","DID1405"
"AID1432","DID150"
"AID2116","DID150"
"AID278","DID1304"
"AID479","DID1304"
"AID523","DID1304"
"AID1947","DID1304"
"AID1958","DID1304"
"AID278","DID284"
"AID479","DID284"
"AID523","DID284"
"AID1947","DID284"
"AID1958","DID284"
"AID935","DID106"
"AID2818","DID106"
"AID461","DID106"
"AID342","DID106"
"AID2325","DID106"
"AID2507","DID106"
"AID935","DID1115"
"AID2818","DID1115"
"AID461","DID1115"
"AID342","DID1115"
"AID2325","DID1115"
"AID2507","DID1115"
"AID935","DID1193"
"AID2818","DID1193"
"AID461","DID1193"
"AID342","DID1193"
"AID2325","DID1193"
"AID2507","DID1193"
"AID935","DID276"
"AID2818","DID276"
"AID461","DID276"
"AID342","DID276"
"AID2325","DID276"
"AID2507","DID276"
"AID935","DID684"
"AID2818","DID684"
"AID461","DID684"
"AID342","DID684"
"AID2325","DID684"
"AID2507","DID684"
"AID734","DID1453"
"AID2787","DID1453"
"AID70","DID1453"
"AID216","DID1453"
"AID426","DID1453"
"AID639","DID1453"
"AID907","DID1453"
"AID2988","DID1453"
"AID488","DID1453"
"AID1225","DID1453"
"AID2844","DID1453"
"AID948","DID1453"
"AID734","DID1469"
"AID2787","DID1469"
"AID70","DID1469"
"AID216","DID1469"
"AID426","DID1469"
"AID639","DID1469"
"AID907","DID1469"
"AID2988","DID1469"
"AID488","DID1469"
"AID1225","DID1469"
"AID2844","DID1469"
"AID948","DID1469"
"AID734","DID215"
"AID2787","DID215"
"AID70","DID215"
"AID216","DID215"
"AID426","DID215"
"AID639","DID215"
"AID907","DID215"
"AID2988","DID215"
"AID488","DID215"
"AID1225","DID215"
"AID2844","DID215"
"AID948","DID215"
"AID734","DID698"
"AID2787","DID698"
"AID70","DID698"
"AID216","DID698"
"AID426","DID698"
"AID639","DID698"
"AID907","DID698"
"AID2988","DID698"
"AID488","DID698"
"AID1225","DID698"
"AID2844","DID698"
"AID948","DID698"
"AID734","DID866"
"AID2787","DID866"
"AID70","DID866"
"AID216","DID866"
"AID426","DID866"
"AID639","DID866"
"AID907","DID866"
"AID2988","DID866"
"AID488","DID866"
"AID1225","DID866"
"AID2844","DID866"
"AID948","DID866"
"AID829","DID1412"
"AID999","DID1412"
"AID1650","DID1412"
"AID2723","DID1412"
"AID1056","DID1412"
"AID1280","DID1412"
"AID1428","DID1412"
"AID734","DID1412"
"AID2787","DID1412"
"AID1657","DID1412"
"AID1242","DID1412"
"AID2860","DID1412"
"AID473","DID1412"
"AID1032","DID1412"
"AID2460","DID1412"
"AID829","DID481"
"AID999","DID481"
"AID1650","DID481"
"AID2723","DID481"
"AID1056","DID481"
"AID1280","DID481"
"AID1428","DID481"
"AID734","DID481"
"AID2787","DID481"
"AID1657","DID481"
"AID1242","DID481"
"AID2860","DID481"
"AID473","DID481"
"AID1032","DID481"
"AID2460","DID481"
"AID829","DID96"
"AID999","DID96"
"AID1650","DID96"
"AID2723","DID96"
"AID1056","DID96"
"AID1280","DID96"
"AID1428","DID96"
"AID734","DID96"
"AID2787","DID96"
"AID1657","DID96"
"AID1242","DID96"
"AID2860","DID96"
"AID473","DID96"
"AID1032","DID96"
"AID2460","DID96"
"AID933","DID1023"
"AID2193","DID1023"
"AID1184","DID1023"
"AID1851","DID1023"
"AID933","DID1434"
"AID2193","DID1434"
"AID1184","DID1434"
"AID1851","DID1434"
"AID933","DID147"
"AID2193","DID147"
"AID1184","DID147"
"AID1851","DID147"
"AID731","DID1100"
"AID895","DID1100"
"AID1905","DID1100"
"AID2778","DID1100"
"AID788","DID1100"
"AID1278","DID1100"
"AID1360","DID1100"
"AID1932","DID1100"
"AID2076","DID1100"
"AID2452","DID1100"
"AID2613","DID1100"
"AID731","DID1179"
"AID895","DID1179"
"AID1905","DID1179"
"AID2778","DID1179"
"AID788","DID1179"
"AID1278","DID1179"
"AID1360","DID1179"
"AID1932","DID1179"
"AID2076","DID1179"
"AID2452","DID1179"
"AID2613","DID1179"
"AID731","DID1254"
"AID895","DID1254"
"AID1905","DID1254"
"AID2778","DID1254"
"AID788","DID1254"
"AID1278","DID1254"
"AID1360","DID1254"
"AID1932","DID1254"
"AID2076","DID1254"
"AID2452","DID1254"
"AID2613","DID1254"
"AID133","DID557"
"AID133","DID596"
"AID1554","DID253"
"AID2479","DID253"
"AID1858","DID253"
"AID2339","DID253"
"AID2972","DID253"
"AID131","DID253"
"AID1414","DID253"
"AID1477","DID253"
"AID1034","DID253"
"AID1481","DID253"
"AID1742","DID253"
"AID2421","DID253"
"AID1554","DID439"
"AID2479","DID439"
"AID1858","DID439"
"AID2339","DID439"
"AID2972","DID439"
"AID131","DID439"
"AID1414","DID439"
"AID1477","DID439"
"AID1034","DID439"
"AID1481","DID439"
"AID1742","DID439"
"AID2421","DID439"
"AID1554","DID446"
"AID2479","DID446"
"AID1858","DID446"
"AID2339","DID446"
"AID2972","DID446"
"AID131","DID446"
"AID1414","DID446"
"AID1477","DID446"
"AID1034","DID446"
"AID1481","DID446"
"AID1742","DID446"
"AID2421","DID446"
"AID1974","DID198"
"AID1033","DID198"
"AID1654","DID198"
"AID2958","DID198"
"AID685","DID198"
"AID977","DID198"
"AID1173","DID198"
"AID2701","DID198"
"AID18","DID198"
"AID1184","DID198"
"AID1596","DID198"
"AID1666","DID198"
"AID2109","DID198"
"AID2414","DID198"
"AID2732","DID198"
"AID1974","DID389"
"AID1033","DID389"
"AID1654","DID389"
"AID2958","DID389"
"AID685","DID389"
"AID977","DID389"
"AID1173","DID389"
"AID2701","DID389"
"AID18","DID389"
"AID1184","DID389"
"AID1596","DID389"
"AID1666","DID389"
"AID2109","DID389"
"AID2414","DID389"
"AID2732","DID389"
"AID947","DID1458"
"AID2426","DID1458"
"AID1026","DID1458"
"AID1968","DID1458"
"AID373","DID1458"
"AID1785","DID1458"
