"AID","DID"
"AID1026","DID76"
"AID2418","DID76"
"AID2738","DID76"
"AID942","DID829"
"AID147","DID829"
"AID902","DID829"
"AID457","DID829"
"AID735","DID829"
"AID917","DID829"
"AID1026","DID829"
"AID2418","DID829"
"AID2738","DID829"
"AID942","DID836"
"AID147","DID836"
"AID902","DID836"
"AID457","DID836"
"AID735","DID836"
"AID917","DID836"
"AID1026","DID836"
"AID2418","DID836"
"AID2738","DID836"
"AID256","DID1221"
"AID859","DID1221"
"AID1001","DID1221"
"AID256","DID467"
"AID859","DID467"
"AID1001","DID467"
"AID256","DID470"
"AID859","DID470"
"AID1001","DID470"
"AID256","DID567"
"AID859","DID567"
"AID1001","DID567"
"AID256","DID60"
"AID859","DID60"
"AID1001","DID60"
"AID256","DID671"
"AID859","DID671"
"AID1001","DID671"
"AID256","DID677"
"AID859","DID677"
"AID1001","DID677"
"AID863","DID1324"
"AID863","DID181"
"AID863","DID4"
"AID863","DID837"
"AID863","DID941"
"AID2647","DID15"
"AID28","DID15"
"AID1839","DID15"
"AID2636","DID15"
"AID719","DID15"
"AID1172","DID15"
"AID2401","DID15"
"AID2768","DID15"
"AID2647","DID172"
"AID28","DID172"
"AID1839","DID172"
"AID2636","DID172"
"AID719","DID172"
"AID1172","DID172"
"AID2401","DID172"
"AID2768","DID172"
"AID2647","DID181"
"AID28","DID181"
"AID1839","DID181"
"AID2636","DID181"
"AID719","DID181"
"AID1172","DID181"
"AID2401","DID181"
"AID2768","DID181"
"AID2647","DID268"
"AID28","DID268"
"AID1839","DID268"
"AID2636","DID268"
"AID719","DID268"
"AID1172","DID268"
"AID2401","DID268"
"AID2768","DID268"
"AID2647","DID316"
"AID28","DID316"
"AID1839","DID316"
"AID2636","DID316"
"AID719","DID316"
"AID1172","DID316"
"AID2401","DID316"
"AID2768","DID316"
"AID2647","DID741"
"AID28","DID741"
"AID1839","DID741"
"AID2636","DID741"
"AID719","DID741"
"AID1172","DID741"
"AID2401","DID741"
"AID2768","DID741"
"AID36","DID118"
"AID683","DID118"
"AID1435","DID118"
"AID1986","DID118"
"AID2425","DID118"
"AID2463","DID118"
"AID128","DID118"
"AID233","DID118"
"AID1318","DID118"
"AID475","DID118"
"AID1059","DID118"
"AID2158","DID118"
"AID36","DID1325"
"AID683","DID1325"
"AID1435","DID1325"
"AID1986","DID1325"
"AID2425","DID1325"
"AID2463","DID1325"
"AID128","DID1325"
"AID233","DID1325"
"AID1318","DID1325"
"AID475","DID1325"
"AID1059","DID1325"
"AID2158","DID1325"
"AID36","DID1349"
"AID683","DID1349"
"AID1435","DID1349"
"AID1986","DID1349"
"AID2425","DID1349"
"AID2463","DID1349"
"AID128","DID1349"
"AID233","DID1349"
"AID1318","DID1349"
"AID475","DID1349"
"AID1059","DID1349"
"AID2158","DID1349"
"AID36","DID1359"
"AID683","DID1359"
"AID1435","DID1359"
"AID1986","DID1359"
"AID2425","DID1359"
"AID2463","DID1359"
"AID128","DID1359"
"AID233","DID1359"
"AID1318","DID1359"
"AID475","DID1359"
"AID1059","DID1359"
"AID2158","DID1359"
"AID36","DID1388"
"AID683","DID1388"
"AID1435","DID1388"
"AID1986","DID1388"
"AID2425","DID1388"
"AID2463","DID1388"
"AID128","DID1388"
"AID233","DID1388"
"AID1318","DID1388"
"AID475","DID1388"
"AID1059","DID1388"
"AID2158","DID1388"
"AID36","DID670"
"AID683","DID670"
"AID1435","DID670"
"AID1986","DID670"
"AID2425","DID670"
"AID2463","DID670"
"AID128","DID670"
"AID233","DID670"
"AID1318","DID670"
"AID475","DID670"
"AID1059","DID670"
"AID2158","DID670"
"AID36","DID786"
"AID683","DID786"
"AID1435","DID786"
"AID1986","DID786"
"AID2425","DID786"
"AID2463","DID786"
"AID128","DID786"
"AID233","DID786"
"AID1318","DID786"
"AID475","DID786"
"AID1059","DID786"
"AID2158","DID786"
"AID36","DID877"
"AID683","DID877"
"AID1435","DID877"
"AID1986","DID877"
"AID2425","DID877"
"AID2463","DID877"
"AID128","DID877"
"AID233","DID877"
"AID1318","DID877"
"AID475","DID877"
"AID1059","DID877"
"AID2158","DID877"
"AID1568","DID1168"
"AID2001","DID1168"
"AID2978","DID1168"
"AID2450","DID1168"
"AID1568","DID1173"
"AID2001","DID1173"
"AID2978","DID1173"
"AID2450","DID1173"
"AID1568","DID1347"
"AID2001","DID1347"
"AID2978","DID1347"
"AID2450","DID1347"
"AID1568","DID1429"
"AID2001","DID1429"
"AID2978","DID1429"
"AID2450","DID1429"
"AID1568","DID172"
"AID2001","DID172"
"AID2978","DID172"
"AID2450","DID172"
"AID1568","DID335"
"AID2001","DID335"
"AID2978","DID335"
"AID2450","DID335"
"AID1568","DID515"
"AID2001","DID515"
"AID2978","DID515"
"AID2450","DID515"
"AID2056","DID1394"
"AID2175","DID1394"
"AID2773","DID1394"
"AID499","DID1394"
"AID535","DID1394"
"AID1950","DID1394"
"AID2472","DID1394"
"AID2707","DID1394"
"AID1439","DID1394"
"AID434","DID1394"
"AID2056","DID939"
"AID2175","DID939"
"AID2773","DID939"
"AID499","DID939"
"AID535","DID939"
"AID1950","DID939"
"AID2472","DID939"
"AID2707","DID939"
"AID1439","DID939"
"AID434","DID939"
"AID453","DID487"
"AID653","DID487"
"AID1577","DID487"
"AID2646","DID487"
"AID876","DID487"
"AID504","DID487"
"AID453","DID631"
"AID653","DID631"
"AID1577","DID631"
"AID2646","DID631"
"AID876","DID631"
"AID504","DID631"
"AID453","DID80"
"AID653","DID80"
"AID1577","DID80"
"AID2646","DID80"
"AID876","DID80"
"AID504","DID80"
"AID453","DID812"
"AID653","DID812"
"AID1577","DID812"
"AID2646","DID812"
"AID876","DID812"
"AID504","DID812"
"AID453","DID934"
"AID653","DID934"
"AID1577","DID934"
"AID2646","DID934"
"AID876","DID934"
"AID504","DID934"
"AID78","DID1258"
"AID706","DID1258"
"AID737","DID1258"
"AID1725","DID1258"
"AID2975","DID1258"
"AID1614","DID1258"
"AID2794","DID1258"
"AID1153","DID1258"
"AID2185","DID1258"
"AID78","DID129"
"AID706","DID129"
"AID737","DID129"
"AID1725","DID129"
"AID2975","DID129"
"AID1614","DID129"
"AID2794","DID129"
"AID1153","DID129"
"AID2185","DID129"
"AID78","DID14"
"AID706","DID14"
"AID737","DID14"
"AID1725","DID14"
"AID2975","DID14"
"AID1614","DID14"
"AID2794","DID14"
"AID1153","DID14"
"AID2185","DID14"
"AID78","DID179"
"AID706","DID179"
"AID737","DID179"
"AID1725","DID179"
"AID2975","DID179"
"AID1614","DID179"
"AID2794","DID179"
"AID1153","DID179"
"AID2185","DID179"
"AID78","DID624"
"AID706","DID624"
"AID737","DID624"
"AID1725","DID624"
"AID2975","DID624"
"AID1614","DID624"
"AID2794","DID624"
"AID1153","DID624"
"AID2185","DID624"
"AID419","DID1184"
"AID1867","DID1184"
"AID419","DID1358"
"AID1867","DID1358"
"AID419","DID15"
"AID1867","DID15"
"AID419","DID19"
"AID1867","DID19"
"AID419","DID333"
"AID1867","DID333"
"AID419","DID602"
"AID1867","DID602"
"AID419","DID614"
"AID1867","DID614"
"AID1440","DID1061"
"AID2514","DID1061"
"AID2523","DID1061"
"AID1520","DID1061"
"AID1616","DID1061"
"AID1792","DID1061"
"AID370","DID1061"
"AID48","DID1061"
"AID1046","DID1061"
"AID1577","DID1061"
"AID1596","DID1061"
"AID2640","DID1061"
"AID2987","DID1061"
"AID2164","DID1061"
"AID2285","DID1061"
"AID1433","DID1061"
"AID1776","DID1061"
"AID1440","DID408"
"AID2514","DID408"
"AID2523","DID408"
"AID1520","DID408"
"AID1616","DID408"
"AID1792","DID408"
"AID370","DID408"
"AID48","DID408"
"AID1046","DID408"
"AID1577","DID408"
"AID1596","DID408"
"AID2640","DID408"
"AID2987","DID408"
"AID2164","DID408"
"AID2285","DID408"
"AID1433","DID408"
"AID1776","DID408"
"AID1440","DID989"
"AID2514","DID989"
"AID2523","DID989"
"AID1520","DID989"
"AID1616","DID989"
"AID1792","DID989"
"AID370","DID989"
"AID48","DID989"
"AID1046","DID989"
"AID1577","DID989"
"AID1596","DID989"
"AID2640","DID989"
"AID2987","DID989"
"AID2164","DID989"
"AID2285","DID989"
"AID1433","DID989"
"AID1776","DID989"
"AID164","DID1080"
"AID1580","DID1080"
"AID395","DID1080"
"AID574","DID1080"
"AID1195","DID1080"
"AID1895","DID1080"
"AID2236","DID1080"
"AID2622","DID1080"
"AID164","DID132"
"AID1580","DID132"
"AID395","DID132"
"AID574","DID132"
"AID1195","DID132"
"AID1895","DID132"
"AID2236","DID132"
"AID2622","DID132"
"AID164","DID352"
"AID1580","DID352"
"AID395","DID352"
"AID574","DID352"
"AID1195","DID352"
"AID1895","DID352"
"AID2236","DID352"
"AID2622","DID352"
"AID164","DID551"
"AID1580","DID551"
"AID395","DID551"
"AID574","DID551"
"AID1195","DID551"
"AID1895","DID551"
"AID2236","DID551"
"AID2622","DID551"
"AID164","DID748"
"AID1580","DID748"
"AID395","DID748"
"AID574","DID748"
"AID1195","DID748"
"AID1895","DID748"
"AID2236","DID748"
"AID2622","DID748"
"AID1511","DID1186"
"AID1991","DID1186"
"AID2806","DID1186"
"AID940","DID1186"
"AID1186","DID1186"
"AID1292","DID1186"
"AID1511","DID1458"
"AID1991","DID1458"
"AID2806","DID1458"
"AID940","DID1458"
"AID1186","DID1458"
"AID1292","DID1458"
"AID1511","DID379"
"AID1991","DID379"
"AID2806","DID379"
"AID940","DID379"
"AID1186","DID379"
"AID1292","DID379"
"AID1511","DID590"
"AID1991","DID590"
"AID2806","DID590"
"AID940","DID590"
"AID1186","DID590"
"AID1292","DID590"
"AID1511","DID669"
"AID1991","DID669"
"AID2806","DID669"
"AID940","DID669"
"AID1186","DID669"
"AID1292","DID669"
"AID1511","DID767"
"AID1991","DID767"
"AID2806","DID767"
"AID940","DID767"
"AID1186","DID767"
"AID1292","DID767"
"AID712","DID1226"
"AID977","DID1226"
"AID2405","DID1226"
"AID3","DID1226"
"AID1175","DID1226"
"AID2069","DID1226"
"AID2693","DID1226"
"AID2946","DID1226"
"AID848","DID1226"
"AID2117","DID1226"
"AID2410","DID1226"
"AID2491","DID1226"
"AID1644","DID1226"
"AID337","DID1226"
"AID741","DID1226"
"AID1422","DID1226"
"AID2288","DID1226"
"AID469","DID1226"
"AID1523","DID1226"
"AID818","DID1226"
"AID924","DID1226"
"AID1413","DID1226"
"AID712","DID1356"
"AID977","DID1356"
"AID2405","DID1356"
"AID3","DID1356"
"AID1175","DID1356"
"AID2069","DID1356"
"AID2693","DID1356"
"AID2946","DID1356"
"AID848","DID1356"
"AID2117","DID1356"
"AID2410","DID1356"
"AID2491","DID1356"
"AID1644","DID1356"
"AID337","DID1356"
"AID741","DID1356"
"AID1422","DID1356"
"AID2288","DID1356"
"AID469","DID1356"
"AID1523","DID1356"
"AID818","DID1356"
"AID924","DID1356"
"AID1413","DID1356"
"AID712","DID309"
"AID977","DID309"
"AID2405","DID309"
"AID3","DID309"
"AID1175","DID309"
"AID2069","DID309"
"AID2693","DID309"
"AID2946","DID309"
"AID848","DID309"
"AID2117","DID309"
"AID2410","DID309"
"AID2491","DID309"
"AID1644","DID309"
"AID337","DID309"
"AID741","DID309"
"AID1422","DID309"
"AID2288","DID309"
"AID469","DID309"
"AID1523","DID309"
"AID818","DID309"
"AID924","DID309"
"AID1413","DID309"
"AID712","DID45"
"AID977","DID45"
"AID2405","DID45"
"AID3","DID45"
"AID1175","DID45"
"AID2069","DID45"
"AID2693","DID45"
"AID2946","DID45"
"AID848","DID45"
"AID2117","DID45"
"AID2410","DID45"
"AID2491","DID45"
"AID1644","DID45"
"AID337","DID45"
"AID741","DID45"
"AID1422","DID45"
"AID2288","DID45"
"AID469","DID45"
"AID1523","DID45"
"AID818","DID45"
"AID924","DID45"
"AID1413","DID45"
"AID712","DID566"
"AID977","DID566"
"AID2405","DID566"
"AID3","DID566"
"AID1175","DID566"
"AID2069","DID566"
"AID2693","DID566"
"AID2946","DID566"
"AID848","DID566"
"AID2117","DID566"
"AID2410","DID566"
"AID2491","DID566"
"AID1644","DID566"
"AID337","DID566"
"AID741","DID566"
"AID1422","DID566"
"AID2288","DID566"
"AID469","DID566"
"AID1523","DID566"
"AID818","DID566"
"AID924","DID566"
"AID1413","DID566"
"AID712","DID610"
"AID977","DID610"
"AID2405","DID610"
"AID3","DID610"
"AID1175","DID610"
"AID2069","DID610"
"AID2693","DID610"
"AID2946","DID610"
"AID848","DID610"
"AID2117","DID610"
"AID2410","DID610"
"AID2491","DID610"
"AID1644","DID610"
"AID337","DID610"
"AID741","DID610"
"AID1422","DID610"
"AID2288","DID610"
"AID469","DID610"
"AID1523","DID610"
"AID818","DID610"
"AID924","DID610"
"AID1413","DID610"
"AID469","DID37"
"AID1090","DID37"
"AID6","DID37"
"AID1887","DID37"
"AID2277","DID37"
"AID1814","DID37"
"AID1739","DID37"
"AID1767","DID37"
"AID2578","DID37"
"AID475","DID37"
"AID1059","DID37"
"AID2158","DID37"
"AID212","DID1355"
"AID1017","DID1355"
"AID1393","DID1355"
"AID1631","DID1355"
"AID1827","DID1355"
"AID475","DID1355"
"AID1059","DID1355"
"AID2158","DID1355"
"AID212","DID182"
"AID1017","DID182"
"AID1393","DID182"
"AID1631","DID182"
"AID1827","DID182"
"AID475","DID182"
"AID1059","DID182"
"AID2158","DID182"
"AID212","DID700"
"AID1017","DID700"
"AID1393","DID700"
"AID1631","DID700"
"AID1827","DID700"
"AID475","DID700"
"AID1059","DID700"
"AID2158","DID700"
"AID212","DID849"
"AID1017","DID849"
"AID1393","DID849"
"AID1631","DID849"
"AID1827","DID849"
"AID475","DID849"
"AID1059","DID849"
"AID2158","DID849"
"AID212","DID893"
"AID1017","DID893"
"AID1393","DID893"
"AID1631","DID893"
"AID1827","DID893"
"AID475","DID893"
"AID1059","DID893"
"AID2158","DID893"
"AID1027","DID1160"
"AID2152","DID1160"
"AID2946","DID1160"
"AID2000","DID1160"
"AID2503","DID1160"
"AID2919","DID1160"
"AID1702","DID1160"
"AID1715","DID1160"
"AID126","DID1160"
"AID600","DID1160"
"AID2585","DID1160"
"AID389","DID1160"
"AID444","DID1160"
"AID1329","DID1160"
"AID2742","DID1160"
"AID2753","DID1160"
"AID1027","DID1359"
"AID2152","DID1359"
"AID2946","DID1359"
"AID2000","DID1359"
"AID2503","DID1359"
"AID2919","DID1359"
"AID1702","DID1359"
"AID1715","DID1359"
"AID126","DID1359"
"AID600","DID1359"
"AID2585","DID1359"
"AID389","DID1359"
"AID444","DID1359"
"AID1329","DID1359"
"AID2742","DID1359"
"AID2753","DID1359"
"AID548","DID1255"
"AID1261","DID1255"
"AID2878","DID1255"
"AID1820","DID1255"
"AID548","DID1385"
"AID1261","DID1385"
"AID2878","DID1385"
"AID1820","DID1385"
"AID548","DID392"
"AID1261","DID392"
"AID2878","DID392"
"AID1820","DID392"
"AID548","DID756"
"AID1261","DID756"
"AID2878","DID756"
"AID1820","DID756"
"AID236","DID1474"
"AID1814","DID1474"
"AID1858","DID1474"
"AID2573","DID1474"
"AID183","DID1474"
"AID217","DID1474"
"AID609","DID1474"
"AID1589","DID1474"
"AID2091","DID1474"
"AID2600","DID1474"
"AID17","DID1474"
"AID63","DID1474"
"AID299","DID1474"
"AID732","DID1474"
"AID777","DID1474"
"AID1645","DID1474"
"AID497","DID1474"
"AID477","DID1474"
"AID935","DID1474"
"AID2578","DID1474"
"AID236","DID84"
"AID1814","DID84"
"AID1858","DID84"
"AID2573","DID84"
"AID183","DID84"
"AID217","DID84"
"AID609","DID84"
"AID1589","DID84"
"AID2091","DID84"
"AID2600","DID84"
"AID17","DID84"
"AID63","DID84"
"AID299","DID84"
"AID732","DID84"
"AID777","DID84"
"AID1645","DID84"
"AID497","DID84"
"AID477","DID84"
"AID935","DID84"
"AID2578","DID84"
"AID1108","DID1035"
"AID1900","DID1035"
"AID1961","DID1035"
"AID2488","DID1035"
"AID2700","DID1035"
"AID2920","DID1035"
"AID820","DID1035"
"AID872","DID1035"
"AID1108","DID395"
"AID1900","DID395"
"AID1961","DID395"
"AID2488","DID395"
"AID2700","DID395"
"AID2920","DID395"
"AID820","DID395"
"AID872","DID395"
"AID1108","DID632"
"AID1900","DID632"
"AID1961","DID632"
"AID2488","DID632"
"AID2700","DID632"
"AID2920","DID632"
"AID820","DID632"
"AID872","DID632"
"AID1108","DID967"
"AID1900","DID967"
"AID1961","DID967"
"AID2488","DID967"
"AID2700","DID967"
"AID2920","DID967"
"AID820","DID967"
"AID872","DID967"
"AID1108","DID996"
"AID1900","DID996"
"AID1961","DID996"
"AID2488","DID996"
"AID2700","DID996"
"AID2920","DID996"
"AID820","DID996"
"AID872","DID996"
"AID1467","DID1492"
"AID1467","DID258"
"AID1041","DID1474"
"AID2774","DID1474"
"AID2898","DID1474"
"AID1926","DID1474"
"AID1329","DID1474"
"AID2915","DID1474"
"AID376","DID1474"
"AID532","DID1474"
"AID656","DID1474"
"AID1038","DID1474"
"AID1174","DID1474"
"AID640","DID1474"
"AID1308","DID1474"
"AID1457","DID1474"
"AID179","DID1474"
"AID328","DID1474"
"AID1041","DID251"
"AID2774","DID251"
"AID2898","DID251"
"AID1926","DID251"
"AID1329","DID251"
"AID2915","DID251"
"AID376","DID251"
"AID532","DID251"
"AID656","DID251"
"AID1038","DID251"
"AID1174","DID251"
"AID640","DID251"
"AID1308","DID251"
"AID1457","DID251"
"AID179","DID251"
"AID328","DID251"
"AID694","DID1001"
"AID717","DID1001"
"AID2769","DID1001"
"AID694","DID544"
"AID717","DID544"
"AID2769","DID544"
"AID1094","DID1054"
"AID1727","DID1054"
"AID1730","DID1054"
"AID1094","DID1264"
"AID1727","DID1264"
"AID1730","DID1264"
"AID1094","DID1444"
"AID1727","DID1444"
"AID1730","DID1444"
"AID1094","DID243"
"AID1727","DID243"
