"AID","DID"
"AID5750","DID2787"
"AID5750","DID2977"
"AID5750","DID804"
"AID5045","DID2450"
"AID5045","DID804"
"AID4419","DID763"
"AID2996","DID1279"
"AID2996","DID2227"
"AID576","DID2786"
"AID1954","DID2010"
"AID1954","DID2204"
"AID1954","DID2220"
"AID1954","DID2480"
"AID1954","DID486"
"AID1954","DID801"
"AID3498","DID2010"
"AID3498","DID2204"
"AID3498","DID2220"
"AID3498","DID2480"
"AID3498","DID486"
"AID3498","DID801"
"AID443","DID535"
"AID2979","DID535"
"AID5302","DID535"
"AID4591","DID2562"
"AID4184","DID2562"
"AID5227","DID138"
"AID5227","DID1912"
"AID4194","DID1611"
"AID5397","DID1611"
"AID3790","DID2213"
"AID3790","DID2605"
"AID3790","DID2688"
"AID3790","DID2847"
"AID3790","DID2998"
"AID3790","DID550"
"AID2063","DID304"
"AID5852","DID304"
"AID875","DID814"
"AID1206","DID1294"
"AID1206","DID1885"
"AID3364","DID1240"
"AID3364","DID548"
"AID979","DID871"
"AID979","DID925"
"AID5654","DID1048"
"AID5654","DID1503"
"AID5654","DID172"
"AID5654","DID872"
"AID592","DID1946"
"AID592","DID2346"
"AID4635","DID2114"
"AID3387","DID1318"
"AID3387","DID2831"
"AID2751","DID115"
"AID2751","DID2007"
"AID1371","DID605"
"AID5456","DID605"
"AID3076","DID605"
"AID5844","DID1210"
"AID1039","DID1210"
"AID3193","DID2386"
"AID1541","DID2664"
"AID1541","DID731"
"AID4399","DID2664"
"AID4399","DID731"
"AID5024","DID2664"
"AID5024","DID731"
"AID1505","DID2551"
"AID1505","DID2923"
"AID379","DID715"
"AID379","DID911"
"AID1282","DID715"
"AID1282","DID911"
"AID1207","DID399"
"AID2420","DID399"
"AID5772","DID399"
"AID366","DID399"
"AID1472","DID399"
"AID2003","DID399"
"AID5930","DID472"
"AID1176","DID1253"
"AID1176","DID1300"
"AID1176","DID1411"
"AID1176","DID1952"
"AID1176","DID2246"
"AID1176","DID2581"
"AID2463","DID1253"
"AID2463","DID1300"
"AID2463","DID1411"
"AID2463","DID1952"
"AID2463","DID2246"
"AID2463","DID2581"
"AID876","DID1479"
"AID876","DID1672"
"AID959","DID1479"
"AID959","DID1672"
"AID3410","DID1479"
"AID3410","DID1672"
"AID4021","DID1479"
"AID4021","DID1672"
"AID3700","DID1479"
"AID3700","DID1672"
"AID2206","DID1479"
"AID2206","DID1672"
"AID5476","DID1479"
"AID5476","DID1672"
"AID806","DID1074"
"AID5240","DID1074"
"AID964","DID1922"
"AID964","DID2157"
"AID964","DID2528"
"AID964","DID982"
"AID4818","DID1922"
"AID4818","DID2157"
"AID4818","DID2528"
"AID4818","DID982"
"AID689","DID1922"
"AID689","DID2157"
"AID689","DID2528"
"AID689","DID982"
"AID1500","DID1922"
"AID1500","DID2157"
"AID1500","DID2528"
"AID1500","DID982"
"AID5965","DID1922"
"AID5965","DID2157"
"AID5965","DID2528"
"AID5965","DID982"
"AID3445","DID837"
"AID4020","DID1870"
"AID4020","DID2078"
"AID290","DID1870"
"AID290","DID2078"
"AID1025","DID2881"
"AID5443","DID2881"
"AID632","DID1504"
"AID632","DID1770"
"AID5259","DID2930"
"AID5637","DID2930"
"AID2466","DID1668"
"AID2466","DID2533"
"AID4979","DID1668"
"AID4979","DID2533"
"AID2117","DID2092"
"AID1761","DID1291"
"AID4702","DID1291"
"AID5369","DID1291"
"AID1267","DID1460"
"AID5500","DID1460"
"AID2525","DID2218"
"AID2525","DID638"
"AID5708","DID2218"
"AID5708","DID638"
"AID3014","DID118"
"AID3014","DID164"
"AID3014","DID1901"
"AID3014","DID2012"
"AID3014","DID2352"
"AID4619","DID118"
"AID4619","DID164"
"AID4619","DID1901"
"AID4619","DID2012"
"AID4619","DID2352"
"AID4048","DID118"
"AID4048","DID164"
"AID4048","DID1901"
"AID4048","DID2012"
"AID4048","DID2352"
"AID2168","DID118"
"AID2168","DID164"
"AID2168","DID1901"
"AID2168","DID2012"
"AID2168","DID2352"
"AID2242","DID118"
"AID2242","DID164"
"AID2242","DID1901"
"AID2242","DID2012"
"AID2242","DID2352"
"AID5284","DID118"
"AID5284","DID164"
"AID5284","DID1901"
"AID5284","DID2012"
"AID5284","DID2352"
"AID2104","DID782"
"AID3637","DID782"
"AID3672","DID782"
"AID2363","DID2026"
"AID1155","DID2026"
"AID5459","DID137"
"AID2621","DID415"
"AID4015","DID415"
"AID234","DID415"
"AID5831","DID415"
"AID5943","DID415"
"AID19","DID415"
"AID4443","DID1959"
"AID5208","DID1959"
"AID1744","DID619"
"AID3518","DID619"
"AID1547","DID619"
"AID2573","DID619"
"AID2151","DID2570"
"AID2151","DID2831"
"AID3323","DID2570"
"AID3323","DID2831"
"AID5643","DID2570"
"AID5643","DID2831"
"AID1999","DID2570"
"AID1999","DID2831"
"AID767","DID1585"
"AID2395","DID1199"
"AID5723","DID1199"
"AID3327","DID1199"
"AID3100","DID2655"
"AID4433","DID621"
"AID81","DID621"
"AID1028","DID621"
"AID5568","DID621"
"AID274","DID621"
"AID1388","DID621"
"AID2294","DID621"
"AID548","DID1757"
"AID548","DID22"
"AID859","DID1757"
"AID859","DID22"
"AID4374","DID1757"
"AID4374","DID22"
"AID5177","DID757"
"AID367","DID757"
"AID2529","DID757"
"AID4767","DID757"
"AID2912","DID1077"
"AID2912","DID911"
"AID4318","DID1077"
"AID4318","DID911"
"AID572","DID1027"
"AID1308","DID1027"
"AID1369","DID1027"
"AID455","DID1027"
"AID1934","DID1027"
"AID4287","DID2946"
"AID1547","DID1062"
"AID1547","DID1082"
"AID1547","DID1727"
"AID1547","DID2114"
"AID1547","DID2811"
"AID2573","DID1062"
"AID2573","DID1082"
"AID2573","DID1727"
"AID2573","DID2114"
"AID2573","DID2811"
"AID434","DID2503"
"AID434","DID650"
"AID1174","DID2503"
"AID1174","DID650"
"AID5257","DID2503"
"AID5257","DID650"
"AID2082","DID83"
"AID2082","DID980"
"AID3835","DID83"
"AID3835","DID980"
"AID5291","DID83"
"AID5291","DID980"
"AID1076","DID2286"
"AID1076","DID709"
"AID5673","DID2286"
"AID5673","DID709"
"AID4741","DID2286"
"AID4741","DID709"
"AID1848","DID165"
"AID3210","DID165"
"AID5749","DID165"
"AID1937","DID1637"
"AID5814","DID1637"
"AID4781","DID1948"
"AID4781","DID796"
"AID372","DID1139"
"AID439","DID1139"
"AID1591","DID1139"
"AID91","DID2334"
"AID1662","DID2334"
"AID3506","DID2334"
"AID4724","DID2685"
"AID4724","DID69"
"AID4941","DID2685"
"AID4941","DID69"
"AID5066","DID2685"
"AID5066","DID69"
"AID2550","DID2685"
"AID2550","DID69"
"AID2071","DID116"
"AID2071","DID667"
"AID3972","DID116"
"AID3972","DID667"
"AID1095","DID116"
"AID1095","DID667"
"AID1327","DID1248"
"AID1327","DID2343"
"AID266","DID1248"
"AID266","DID2343"
"AID4305","DID1248"
"AID4305","DID2343"
"AID219","DID1248"
"AID219","DID2343"
"AID4296","DID1248"
"AID4296","DID2343"
"AID1857","DID116"
"AID1857","DID270"
"AID4307","DID116"
"AID4307","DID270"
"AID1376","DID4"
"AID3278","DID4"
"AID1942","DID2528"
"AID1198","DID516"
"AID1198","DID751"
"AID5426","DID516"
"AID5426","DID751"
"AID5546","DID516"
"AID5546","DID751"
"AID2104","DID516"
"AID2104","DID751"
"AID3637","DID516"
"AID3637","DID751"
"AID3672","DID516"
"AID3672","DID751"
"AID2359","DID661"
"AID3992","DID661"
"AID5771","DID661"
"AID1152","DID2739"
"AID845","DID1765"
"AID845","DID2802"
"AID2527","DID1765"
"AID2527","DID2802"
"AID3074","DID1765"
"AID3074","DID2802"
"AID255","DID1974"
"AID255","DID2040"
"AID255","DID2815"
"AID255","DID2898"
"AID255","DID334"
"AID836","DID1974"
"AID836","DID2040"
"AID836","DID2815"
"AID836","DID2898"
"AID836","DID334"
"AID5074","DID613"
"AID1897","DID1248"
"AID1897","DID849"
"AID5785","DID1248"
"AID5785","DID849"
"AID222","DID2008"
"AID222","DID2689"
"AID1692","DID2008"
"AID1692","DID2689"
"AID4769","DID2008"
"AID4769","DID2689"
"AID470","DID1835"
"AID5962","DID1835"
"AID907","DID1835"
"AID459","DID2754"
"AID459","DID2990"
"AID499","DID2754"
"AID499","DID2990"
"AID5650","DID2754"
"AID5650","DID2990"
"AID2910","DID2754"
"AID2910","DID2990"
"AID2940","DID2754"
"AID2940","DID2990"
"AID3198","DID1185"
"AID480","DID1555"
"AID480","DID2835"
"AID2395","DID1352"
"AID2395","DID1459"
"AID5723","DID1352"
"AID5723","DID1459"
"AID1110","DID989"
"AID1924","DID989"
"AID3747","DID989"
"AID3935","DID989"
"AID2108","DID989"
"AID2471","DID989"
"AID754","DID1213"
"AID754","DID530"
"AID960","DID1213"
"AID960","DID530"
"AID1080","DID1213"
"AID1080","DID530"
"AID2068","DID1213"
"AID2068","DID530"
"AID2784","DID2519"
"AID2784","DID2867"
"AID2784","DID626"
"AID4160","DID2519"
"AID4160","DID2867"
"AID4160","DID626"
"AID4850","DID2519"
"AID4850","DID2867"
"AID4850","DID626"
"AID1328","DID1608"
"AID1328","DID201"
"AID3448","DID1608"
"AID3448","DID201"
"AID3837","DID1608"
"AID3837","DID201"
"AID2181","DID1608"
"AID2181","DID201"
"AID731","DID1768"
"AID731","DID2486"
"AID2670","DID1768"
"AID2670","DID2486"
"AID2482","DID124"
"AID3841","DID124"
"AID5011","DID124"
"AID656","DID124"
"AID2911","DID124"
"AID5966","DID124"
"AID5596","DID1726"
"AID5596","DID241"
"AID5420","DID1726"
"AID5420","DID241"
"AID1539","DID968"
"AID3077","DID968"
"AID169","DID39"
"AID3665","DID39"
"AID1354","DID39"
"AID3901","DID39"
"AID5013","DID39"
"AID2634","DID39"
"AID699","DID2761"
"AID5190","DID2761"
"AID5269","DID2761"
"AID1722","DID2761"
"AID3745","DID1545"
"AID3745","DID2244"
"AID150","DID706"
"AID3912","DID706"
"AID2673","DID1358"
"AID2673","DID1952"
"AID2673","DID2048"
"AID2673","DID2489"
"AID2773","DID1358"
"AID2773","DID1952"
"AID2773","DID2048"
"AID2773","DID2489"
"AID3131","DID1016"
"AID3131","DID1171"
"AID3131","DID1453"
"AID3131","DID1536"
"AID3131","DID2415"
"AID3131","DID2751"
"AID1848","DID1677"
"AID1848","DID2342"
"AID1848","DID51"
"AID3210","DID1677"
"AID3210","DID2342"
"AID3210","DID51"
"AID5749","DID1677"
"AID5749","DID2342"
"AID5749","DID51"
"AID4635","DID1412"
"AID515","DID1191"
"AID515","DID781"
"AID2177","DID1191"
"AID2177","DID781"
"AID172","DID1191"
"AID172","DID781"
"AID2538","DID1191"
"AID2538","DID781"
"AID2987","DID1257"
"AID2987","DID954"
"AID4949","DID1257"
"AID4949","DID954"
"AID4480","DID2514"
"AID1273","DID2818"
"AID476","DID2818"
"AID1124","DID2818"
"AID4182","DID2818"
"AID753","DID1534"
"AID753","DID1636"
"AID753","DID1812"
"AID753","DID2682"
"AID753","DID616"
"AID753","DID801"
"AID3619","DID1534"
"AID3619","DID1636"
"AID3619","DID1812"
"AID3619","DID2682"
"AID3619","DID616"
"AID3619","DID801"
"AID4460","DID1017"
"AID2647","DID1247"
"AID2647","DID1947"
"AID1340","DID1247"
"AID1340","DID1947"
"AID4965","DID2280"
"AID4965","DID641"
"AID509","DID524"
"AID1900","DID434"
"AID4996","DID1997"
"AID3083","DID1997"
"AID3252","DID2325"
"AID3966","DID2325"
"AID5958","DID2325"
"AID1878","DID2325"
"AID1704","DID2325"
"AID5465","DID2325"
"AID746","DID2325"
"AID946","DID2325"
"AID1725","DID2325"
"AID1223","DID135"
"AID1223","DID2746"
"AID3395","DID135"
"AID3395","DID2746"
"AID1386","DID714"
"AID374","DID1241"
"AID2092","DID1241"
"AID2179","DID1241"
"AID1616","DID1241"
"AID2050","DID1241"
"AID2397","DID1241"
"AID940","DID1241"
"AID5974","DID1241"
"AID4698","DID1357"
"AID4698","DID71"
"AID4698","DID836"
"AID2583","DID1116"
"AID2583","DID1710"
"AID5810","DID243"
"AID5810","DID895"
"AID5940","DID243"
"AID5940","DID895"
"AID5776","DID2998"
"AID3508","DID2998"
"AID1168","DID1174"
"AID1677","DID1174"
"AID5100","DID1174"
"AID12","DID1174"
"AID3744","DID1174"
"AID3920","DID1174"
"AID5452","DID1174"
"AID5912","DID1174"
"AID5510","DID2121"
"AID3645","DID2121"
"AID3743","DID2121"
"AID2147","DID2121"
"AID254","DID1103"
"AID254","DID1381"
"AID254","DID1941"
"AID254","DID2082"
"AID2299","DID1103"
"AID2299","DID1381"
"AID2299","DID1941"
"AID2299","DID2082"
"AID5002","DID1103"
"AID5002","DID1381"
"AID5002","DID1941"
"AID5002","DID2082"
"AID3269","DID1284"
"AID3269","DID2416"
"AID4168","DID1284"
"AID4168","DID2416"
"AID2313","DID1284"
"AID2313","DID2416"
"AID5016","DID1284"
"AID5016","DID2416"
"AID2007","DID2347"
"AID2007","DID609"
"AID1401","DID2347"
"AID1401","DID609"
"AID3785","DID2347"
"AID3785","DID609"
"AID2390","DID2947"
"AID674","DID2958"
"AID3419","DID2958"
"AID5605","DID1822"
"AID5605","DID1943"
"AID2270","DID1822"
"AID2270","DID1943"
"AID1485","DID2273"
"AID1485","DID2971"
"AID1485","DID350"
"AID1485","DID886"
"AID1027","DID1187"
"AID1027","DID2582"
"AID1733","DID1643"
"AID1733","DID2530"
"AID1768","DID1645"
"AID1768","DID1746"
"AID5133","DID1645"
"AID5133","DID1746"
"AID1338","DID531"
"AID1338","DID997"
"AID4494","DID531"
"AID4494","DID997"
"AID1227","DID1449"
"AID1951","DID1449"
"AID4085","DID1449"
"AID2873","DID2443"
"AID5547","DID2443"
"AID3093","DID1339"
"AID3093","DID1373"
"AID3093","DID1536"
"AID3093","DID2948"
"AID3093","DID34"
"AID3093","DID545"
"AID4439","DID1548"
"AID4439","DID1804"
"AID969","DID2452"
"AID584","DID85"
"AID2842","DID85"
"AID1708","DID2279"
"AID1708","DID501"
"AID4612","DID1682"
"AID4008","DID133"
"AID4008","DID2535"
"AID4008","DID2703"
"AID4008","DID2983"
"AID4008","DID54"
"AID1034","DID133"
"AID1034","DID2535"
"AID1034","DID2703"
"AID1034","DID2983"
"AID1034","DID54"
"AID62","DID133"
"AID62","DID2535"
"AID62","DID2703"
"AID62","DID2983"
"AID62","DID54"
"AID186","DID133"
"AID186","DID2535"
"AID186","DID2703"
"AID186","DID2983"
"AID186","DID54"
"AID2723","DID133"
"AID2723","DID2535"
"AID2723","DID2703"
"AID2723","DID2983"
"AID2723","DID54"
"AID1264","DID133"
"AID1264","DID2535"
"AID1264","DID2703"
"AID1264","DID2983"
"AID1264","DID54"
"AID1457","DID1825"
"AID1952","DID1825"
"AID5109","DID1825"
"AID5326","DID552"
"AID5326","DID789"
"AID3542","DID1266"
"AID3542","DID1497"
"AID5850","DID1266"
"AID5850","DID1497"
"AID383","DID665"
"AID1960","DID665"
"AID2782","DID665"
"AID1603","DID2580"
"AID5501","DID2580"
"AID867","DID1509"
"AID5934","DID1509"
"AID3979","DID1509"
"AID2330","DID1568"
"AID2330","DID2301"
"AID3015","DID1059"
"AID3015","DID1444"
"AID3015","DID2015"
"AID3015","DID2389"
"AID3015","DID2677"
"AID3015","DID695"
"AID4925","DID1059"
"AID4925","DID1444"
"AID4925","DID2015"
"AID4925","DID2389"
"AID4925","DID2677"
"AID4925","DID695"
"AID1594","DID1059"
"AID1594","DID1444"
"AID1594","DID2015"
"AID1594","DID2389"
"AID1594","DID2677"
"AID1594","DID695"
"AID5279","DID1059"
"AID5279","DID1444"
"AID5279","DID2015"
"AID5279","DID2389"
"AID5279","DID2677"
"AID5279","DID695"
"AID2089","DID1059"
"AID2089","DID1444"
"AID2089","DID2015"
"AID2089","DID2389"
"AID2089","DID2677"
"AID2089","DID695"
"AID5540","DID1059"
"AID5540","DID1444"
"AID5540","DID2015"
"AID5540","DID2389"
"AID5540","DID2677"
"AID5540","DID695"
"AID2567","DID1059"
"AID2567","DID1444"
"AID2567","DID2015"
"AID2567","DID2389"
"AID2567","DID2677"
"AID2567","DID695"
"AID3999","DID1059"
"AID3999","DID1444"
"AID3999","DID2015"
"AID3999","DID2389"
"AID3999","DID2677"
"AID3999","DID695"
"AID1149","DID1595"
"AID2697","DID1595"
"AID3115","DID1595"
"AID5332","DID1595"
"AID549","DID1595"
"AID1667","DID1595"
"AID502","DID1595"
"AID1352","DID1595"
"AID4668","DID1301"
"AID4668","DID387"
"AID1195","DID1008"
"AID1195","DID316"
"AID2509","DID1008"
"AID2509","DID316"
"AID3521","DID1008"
"AID3521","DID316"
"AID3058","DID365"
"AID3058","DID456"
"AID3823","DID365"
"AID3823","DID456"
"AID4882","DID365"
"AID4882","DID456"
"AID2","DID365"
"AID2","DID456"
"AID4961","DID365"
"AID4961","DID456"
"AID450","DID365"
"AID450","DID456"
"AID4798","DID365"
"AID4798","DID456"
"AID1353","DID239"
"AID980","DID1233"
"AID980","DID1686"
"AID980","DID469"
"AID3181","DID1233"
"AID3181","DID1686"
"AID3181","DID469"
"AID684","DID1233"
"AID684","DID1686"
"AID684","DID469"
"AID4368","DID1770"
"AID4368","DID1803"
"AID4368","DID2126"
"AID4368","DID2195"
"AID4368","DID24"
"AID4098","DID1100"
"AID5425","DID1100"
"AID1942","DID49"
"AID1942","DID805"
"AID5047","DID49"
"AID5047","DID805"
"AID4144","DID672"
"AID3582","DID352"
"AID3582","DID663"
"AID5474","DID352"
"AID5474","DID663"
"AID5621","DID352"
"AID5621","DID663"
"AID1238","DID2839"
"AID4256","DID2259"
"AID4256","DID277"
"AID422","DID2259"
"AID422","DID277"
"AID5522","DID2259"
"AID5522","DID277"
"AID1338","DID2259"
"AID1338","DID277"
"AID4494","DID2259"
"AID4494","DID277"
"AID4156","DID228"
"AID1836","DID228"
"AID1603","DID228"
"AID5501","DID228"
