"ID","SUBCOMPONENTID"
"R5.9.0(6)","SCP13648"
"R5.9.0(6)","SCP13672"
"R5.9.0(6)","SCP14150"
"R5.9.0(6)","SCP14392"
"R5.9.0(6)","SCP14574"
"R5.9.0(6)","SCP14986"
"R6.5.0(1)","SCP897"
"R6.5.0(1)","SCP1268"
"R6.5.0(1)","SCP1386"
"R6.5.0(1)","SCP1611"
"R6.5.0(1)","SCP1647"
"R6.5.0(1)","SCP1917"
"R6.5.0(1)","SCP2877"
"R6.5.0(1)","SCP2943"
"R6.5.0(1)","SCP3315"
"R6.5.0(1)","SCP3438"
"R6.5.0(1)","SCP3601"
"R6.5.0(1)","SCP3775"
"R6.5.0(1)","SCP4019"
"R6.5.0(1)","SCP4155"
"R6.5.0(1)","SCP4395"
"R6.5.0(1)","SCP4396"
"R6.5.0(1)","SCP4562"
"R6.5.0(1)","SCP4808"
"R6.5.0(1)","SCP4809"
"R6.5.0(1)","SCP5118"
"R6.5.0(1)","SCP5131"
"R6.5.0(1)","SCP5134"
"R6.5.0(1)","SCP5712"
"R6.5.0(1)","SCP5740"
"R6.5.0(1)","SCP6410"
"R6.5.0(1)","SCP6459"
"R6.5.0(1)","SCP6504"
"R6.5.0(1)","SCP7036"
"R6.5.0(1)","SCP8011"
"R6.5.0(1)","SCP8053"
"R6.5.0(1)","SCP8122"
"R6.5.0(1)","SCP8360"
"R6.5.0(1)","SCP8507"
"R6.5.0(1)","SCP8576"
"R6.5.0(1)","SCP9955"
"R6.5.0(1)","SCP10098"
"R6.5.0(1)","SCP10328"
"R6.5.0(1)","SCP10600"
"R6.5.0(1)","SCP10637"
"R6.5.0(1)","SCP11102"
"R6.5.0(1)","SCP11750"
"R6.5.0(1)","SCP11936"
"R6.5.0(1)","SCP11979"
"R6.5.0(1)","SCP12214"
"R6.5.0(1)","SCP12250"
"R6.5.0(1)","SCP12282"
"R6.5.0(1)","SCP12555"
"R6.5.0(1)","SCP12914"
"R6.5.0(1)","SCP13133"
"R6.5.0(1)","SCP13228"
"R6.5.0(1)","SCP13289"
"R6.5.0(1)","SCP13548"
"R6.5.0(1)","SCP13648"
"R6.5.0(1)","SCP13672"
"R6.5.0(1)","SCP14150"
"R6.5.0(1)","SCP14392"
"R6.5.0(1)","SCP14574"
"R6.5.0(1)","SCP14986"
"R5.1.0(1)","SCP897"
"R5.1.0(1)","SCP1268"
"R5.1.0(1)","SCP1386"
"R5.1.0(1)","SCP1611"
"R5.1.0(1)","SCP1647"
"R5.1.0(1)","SCP1917"
"R5.1.0(1)","SCP2877"
"R5.1.0(1)","SCP2943"
"R5.1.0(1)","SCP3315"
"R5.1.0(1)","SCP3438"
"R5.1.0(1)","SCP3601"
"R5.1.0(1)","SCP3775"
"R5.1.0(1)","SCP4019"
"R5.1.0(1)","SCP4155"
"R5.1.0(1)","SCP4395"
"R5.1.0(1)","SCP4396"
"R5.1.0(1)","SCP4562"
"R5.1.0(1)","SCP4808"
"R5.1.0(1)","SCP4809"
"R5.1.0(1)","SCP5118"
"R5.1.0(1)","SCP5131"
"R5.1.0(1)","SCP5134"
"R5.1.0(1)","SCP5712"
"R5.1.0(1)","SCP5740"
"R5.1.0(1)","SCP6410"
"R5.1.0(1)","SCP6459"
"R5.1.0(1)","SCP6504"
"R5.1.0(1)","SCP7036"
"R5.1.0(1)","SCP8011"
"R5.1.0(1)","SCP8053"
"R5.1.0(1)","SCP8122"
"R5.1.0(1)","SCP8360"
"R5.1.0(1)","SCP8507"
"R5.1.0(1)","SCP8576"
"R5.1.0(1)","SCP9955"
"R5.1.0(1)","SCP10098"
"R5.1.0(1)","SCP10328"
"R5.1.0(1)","SCP10600"
"R5.1.0(1)","SCP10637"
"R5.1.0(1)","SCP11102"
"R5.1.0(1)","SCP11750"
"R5.1.0(1)","SCP11936"
"R5.1.0(1)","SCP11979"
"R5.1.0(1)","SCP12214"
"R5.1.0(1)","SCP12250"
"R5.1.0(1)","SCP12282"
"R5.1.0(1)","SCP12555"
"R5.1.0(1)","SCP12914"
"R5.1.0(1)","SCP13133"
"R5.1.0(1)","SCP13228"
"R5.1.0(1)","SCP13289"
"R5.1.0(1)","SCP13548"
"R5.1.0(1)","SCP13648"
"R5.1.0(1)","SCP13672"
"R5.1.0(1)","SCP14150"
"R5.1.0(1)","SCP14392"
"R5.1.0(1)","SCP14574"
"R5.1.0(1)","SCP14986"
"R6.2.0(8)","SCP249"
"R6.2.0(8)","SCP756"
"R6.2.0(8)","SCP811"
"R6.2.0(8)","SCP1017"
"R6.2.0(8)","SCP2369"
"R6.2.0(8)","SCP2549"
"R6.2.0(8)","SCP2611"
"R6.2.0(8)","SCP2676"
"R6.2.0(8)","SCP2781"
"R6.2.0(8)","SCP3481"
"R6.2.0(8)","SCP3783"
"R6.2.0(8)","SCP5824"
"R6.2.0(8)","SCP6443"
"R6.2.0(8)","SCP6584"
"R6.2.0(8)","SCP6585"
"R6.2.0(8)","SCP6724"
"R6.2.0(8)","SCP6826"
"R6.2.0(8)","SCP7059"
"R6.2.0(8)","SCP7954"
"R6.2.0(8)","SCP7973"
"R6.2.0(8)","SCP8088"
"R6.2.0(8)","SCP8187"
"R6.2.0(8)","SCP8466"
"R6.2.0(8)","SCP8524"
"R6.2.0(8)","SCP8839"
"R6.2.0(8)","SCP9199"
"R6.2.0(8)","SCP9535"
"R6.2.0(8)","SCP10380"
"R6.2.0(8)","SCP10729"
"R6.2.0(8)","SCP10785"
"R6.2.0(8)","SCP10965"
"R6.2.0(8)","SCP11059"
"R6.2.0(8)","SCP11777"
"R6.2.0(8)","SCP13017"
"R6.2.0(8)","SCP13233"
"R6.2.0(8)","SCP13448"
"R6.2.0(8)","SCP13792"
"R6.2.0(8)","SCP13827"
"R6.2.0(8)","SCP13959"
"R6.2.0(8)","SCP14202"
"R6.2.0(8)","SCP14725"
"R6.4.0(1)","SCP84"
"R6.4.0(1)","SCP178"
"R6.4.0(1)","SCP275"
"R6.4.0(1)","SCP372"
"R6.4.0(1)","SCP561"
"R6.4.0(1)","SCP1083"
"R6.4.0(1)","SCP1246"
"R6.4.0(1)","SCP1347"
"R6.4.0(1)","SCP1482"
"R6.4.0(1)","SCP1708"
"R6.4.0(1)","SCP1873"
"R6.4.0(1)","SCP2143"
"R6.4.0(1)","SCP2415"
"R6.4.0(1)","SCP2848"
"R6.4.0(1)","SCP2902"
"R6.4.0(1)","SCP3166"
"R6.4.0(1)","SCP3460"
"R6.4.0(1)","SCP4013"
"R6.4.0(1)","SCP4318"
"R6.4.0(1)","SCP4353"
"R6.4.0(1)","SCP6123"
"R6.4.0(1)","SCP6741"
"R6.4.0(1)","SCP8487"
"R6.4.0(1)","SCP8585"
"R6.4.0(1)","SCP8638"
"R6.4.0(1)","SCP8798"
"R6.4.0(1)","SCP8963"
"R6.4.0(1)","SCP9141"
"R6.4.0(1)","SCP9169"
"R6.4.0(1)","SCP9828"
"R6.4.0(1)","SCP10140"
"R6.4.0(1)","SCP11499"
"R6.4.0(1)","SCP11743"
"R6.4.0(1)","SCP12043"
"R6.4.0(1)","SCP12101"
"R6.4.0(1)","SCP12542"
"R6.4.0(1)","SCP12565"
"R6.4.0(1)","SCP12684"
"R6.4.0(1)","SCP13423"
"R6.4.0(1)","SCP13587"
"R6.4.0(1)","SCP13615"
"R6.4.0(1)","SCP14053"
"R6.4.0(1)","SCP14110"
"R6.4.0(1)","SCP14671"
"R6.4.0(1)","SCP14686"
"R6.3.0(8)","SCP84"
"R6.3.0(8)","SCP178"
"R6.3.0(8)","SCP275"
"R6.3.0(8)","SCP372"
"R6.3.0(8)","SCP561"
"R6.3.0(8)","SCP1083"
"R6.3.0(8)","SCP1246"
"R6.3.0(8)","SCP1347"
"R6.3.0(8)","SCP1482"
"R6.3.0(8)","SCP1708"
"R6.3.0(8)","SCP1873"
"R6.3.0(8)","SCP2143"
"R6.3.0(8)","SCP2415"
"R6.3.0(8)","SCP2848"
"R6.3.0(8)","SCP2902"
"R6.3.0(8)","SCP3166"
"R6.3.0(8)","SCP3460"
"R6.3.0(8)","SCP4013"
"R6.3.0(8)","SCP4318"
"R6.3.0(8)","SCP4353"
"R6.3.0(8)","SCP6123"
"R6.3.0(8)","SCP6741"
"R6.3.0(8)","SCP8487"
"R6.3.0(8)","SCP8585"
"R6.3.0(8)","SCP8638"
"R6.3.0(8)","SCP8798"
"R6.3.0(8)","SCP8963"
"R6.3.0(8)","SCP9141"
"R6.3.0(8)","SCP9169"
"R6.3.0(8)","SCP9828"
"R6.3.0(8)","SCP10140"
"R6.3.0(8)","SCP11499"
"R6.3.0(8)","SCP11743"
"R6.3.0(8)","SCP12043"
"R6.3.0(8)","SCP12101"
"R6.3.0(8)","SCP12542"
"R6.3.0(8)","SCP12565"
"R6.3.0(8)","SCP12684"
"R6.3.0(8)","SCP13423"
"R6.3.0(8)","SCP13587"
"R6.3.0(8)","SCP13615"
"R6.3.0(8)","SCP14053"
"R6.3.0(8)","SCP14110"
"R6.3.0(8)","SCP14671"
"R6.3.0(8)","SCP14686"
"R5.8.0(1)","SCP84"
"R5.8.0(1)","SCP178"
"R5.8.0(1)","SCP275"
"R5.8.0(1)","SCP372"
"R5.8.0(1)","SCP561"
"R5.8.0(1)","SCP1083"
"R5.8.0(1)","SCP1246"
"R5.8.0(1)","SCP1347"
"R5.8.0(1)","SCP1482"
"R5.8.0(1)","SCP1708"
"R5.8.0(1)","SCP1873"
"R5.8.0(1)","SCP2143"
"R5.8.0(1)","SCP2415"
"R5.8.0(1)","SCP2848"
"R5.8.0(1)","SCP2902"
"R5.8.0(1)","SCP3166"
"R5.8.0(1)","SCP3460"
"R5.8.0(1)","SCP4013"
"R5.8.0(1)","SCP4318"
"R5.8.0(1)","SCP4353"
"R5.8.0(1)","SCP6123"
"R5.8.0(1)","SCP6741"
"R5.8.0(1)","SCP8487"
"R5.8.0(1)","SCP8585"
"R5.8.0(1)","SCP8638"
"R5.8.0(1)","SCP8798"
"R5.8.0(1)","SCP8963"
"R5.8.0(1)","SCP9141"
"R5.8.0(1)","SCP9169"
"R5.8.0(1)","SCP9828"
"R5.8.0(1)","SCP10140"
"R5.8.0(1)","SCP11499"
"R5.8.0(1)","SCP11743"
"R5.8.0(1)","SCP12043"
"R5.8.0(1)","SCP12101"
"R5.8.0(1)","SCP12542"
"R5.8.0(1)","SCP12565"
"R5.8.0(1)","SCP12684"
"R5.8.0(1)","SCP13423"
"R5.8.0(1)","SCP13587"
"R5.8.0(1)","SCP13615"
"R5.8.0(1)","SCP14053"
"R5.8.0(1)","SCP14110"
"R5.8.0(1)","SCP14671"
"R5.8.0(1)","SCP14686"
"R5.7.0(5)","SCP317"
"R5.7.0(5)","SCP572"
"R5.7.0(5)","SCP1194"
"R5.7.0(5)","SCP1685"
"R5.7.0(5)","SCP1733"
"R5.7.0(5)","SCP2232"
"R5.7.0(5)","SCP2397"
"R5.7.0(5)","SCP2982"
"R5.7.0(5)","SCP3531"
"R5.7.0(5)","SCP4073"
"R5.7.0(5)","SCP4274"
"R5.7.0(5)","SCP4740"
"R5.7.0(5)","SCP5028"
"R5.7.0(5)","SCP5236"
"R5.7.0(5)","SCP5527"
"R5.7.0(5)","SCP5706"
"R5.7.0(5)","SCP6131"
"R5.7.0(5)","SCP6225"
"R5.7.0(5)","SCP6494"
"R5.7.0(5)","SCP7327"
"R5.7.0(5)","SCP7494"
"R5.7.0(5)","SCP7548"
"R5.7.0(5)","SCP7562"
"R5.7.0(5)","SCP7765"
"R5.7.0(5)","SCP7766"
"R5.7.0(5)","SCP7968"
"R5.7.0(5)","SCP8031"
"R5.7.0(5)","SCP8051"
"R5.7.0(5)","SCP8105"
"R5.7.0(5)","SCP8138"
"R5.7.0(5)","SCP8513"
"R5.7.0(5)","SCP9068"
"R5.7.0(5)","SCP9173"
"R5.7.0(5)","SCP9334"
"R5.7.0(5)","SCP10157"
"R5.7.0(5)","SCP10206"
"R5.7.0(5)","SCP10532"
"R5.7.0(5)","SCP11066"
"R5.7.0(5)","SCP11685"
"R5.7.0(5)","SCP11897"
"R5.7.0(5)","SCP11975"
"R5.7.0(5)","SCP12001"
"R5.7.0(5)","SCP12052"
"R5.7.0(5)","SCP12396"
"R5.7.0(5)","SCP12526"
"R5.7.0(5)","SCP12678"
"R5.7.0(5)","SCP13280"
"R5.7.0(5)","SCP13491"
"R5.9.0(6)","SCP301"
"R5.9.0(6)","SCP375"
"R5.9.0(6)","SCP731"
"R5.9.0(6)","SCP2090"
"R5.9.0(6)","SCP2192"
"R5.9.0(6)","SCP2373"
"R5.9.0(6)","SCP2724"
"R5.9.0(6)","SCP3119"
"R5.9.0(6)","SCP3461"
"R5.9.0(6)","SCP4767"
"R5.9.0(6)","SCP5643"
"R5.9.0(6)","SCP5648"
"R5.9.0(6)","SCP5715"
"R5.9.0(6)","SCP5752"
"R5.9.0(6)","SCP6548"
"R5.9.0(6)","SCP6751"
"R5.9.0(6)","SCP7169"
"R5.9.0(6)","SCP7465"
"R5.9.0(6)","SCP7624"
"R5.9.0(6)","SCP7944"
"R5.9.0(6)","SCP8196"
"R5.9.0(6)","SCP8479"
"R5.9.0(6)","SCP8698"
"R5.9.0(6)","SCP8786"
"R5.9.0(6)","SCP8796"
"R5.9.0(6)","SCP9151"
"R5.9.0(6)","SCP9536"
"R5.9.0(6)","SCP10904"
"R5.9.0(6)","SCP11109"
"R5.9.0(6)","SCP11253"
"R5.9.0(6)","SCP12068"
"R5.9.0(6)","SCP12367"
"R5.9.0(6)","SCP12459"
"R5.9.0(6)","SCP12726"
"R5.9.0(6)","SCP12783"
"R5.9.0(6)","SCP12805"
"R5.9.0(6)","SCP13116"
"R5.9.0(6)","SCP13273"
"R5.9.0(6)","SCP13405"
"R5.9.0(6)","SCP14560"
"R5.5.0(1)","SCP301"
"R5.5.0(1)","SCP375"
"R5.5.0(1)","SCP731"
"R5.5.0(1)","SCP2090"
"R5.5.0(1)","SCP2192"
"R5.5.0(1)","SCP2373"
"R5.5.0(1)","SCP2724"
"R5.5.0(1)","SCP3119"
"R5.5.0(1)","SCP3461"
"R5.5.0(1)","SCP4767"
"R5.5.0(1)","SCP5643"
"R5.5.0(1)","SCP5648"
"R5.5.0(1)","SCP5715"
"R5.5.0(1)","SCP5752"
"R5.5.0(1)","SCP6548"
"R5.5.0(1)","SCP6751"
"R5.5.0(1)","SCP7169"
"R5.5.0(1)","SCP7465"
"R5.5.0(1)","SCP7624"
"R5.5.0(1)","SCP7944"
"R5.5.0(1)","SCP8196"
"R5.5.0(1)","SCP8479"
"R5.5.0(1)","SCP8698"
"R5.5.0(1)","SCP8786"
"R5.5.0(1)","SCP8796"
"R5.5.0(1)","SCP9151"
"R5.5.0(1)","SCP9536"
"R5.5.0(1)","SCP10904"
"R5.5.0(1)","SCP11109"
"R5.5.0(1)","SCP11253"
"R5.5.0(1)","SCP12068"
"R5.5.0(1)","SCP12367"
"R5.5.0(1)","SCP12459"
"R5.5.0(1)","SCP12726"
"R5.5.0(1)","SCP12783"
"R5.5.0(1)","SCP12805"
"R5.5.0(1)","SCP13116"
"R5.5.0(1)","SCP13273"
"R5.5.0(1)","SCP13405"
"R5.5.0(1)","SCP14560"
"R6.2.0(8)","SCP301"
"R6.2.0(8)","SCP375"
"R6.2.0(8)","SCP731"
"R6.2.0(8)","SCP2090"
"R6.2.0(8)","SCP2192"
"R6.2.0(8)","SCP2373"
"R6.2.0(8)","SCP2724"
"R6.2.0(8)","SCP3119"
"R6.2.0(8)","SCP3461"
"R6.2.0(8)","SCP4767"
"R6.2.0(8)","SCP5643"
"R6.2.0(8)","SCP5648"
"R6.2.0(8)","SCP5715"
"R6.2.0(8)","SCP5752"
"R6.2.0(8)","SCP6548"
"R6.2.0(8)","SCP6751"
"R6.2.0(8)","SCP7169"
"R6.2.0(8)","SCP7465"
"R6.2.0(8)","SCP7624"
"R6.2.0(8)","SCP7944"
"R6.2.0(8)","SCP8196"
"R6.2.0(8)","SCP8479"
"R6.2.0(8)","SCP8698"
"R6.2.0(8)","SCP8786"
"R6.2.0(8)","SCP8796"
"R6.2.0(8)","SCP9151"
"R6.2.0(8)","SCP9536"
"R6.2.0(8)","SCP10904"
"R6.2.0(8)","SCP11109"
"R6.2.0(8)","SCP11253"
"R6.2.0(8)","SCP12068"
"R6.2.0(8)","SCP12367"
"R6.2.0(8)","SCP12459"
"R6.2.0(8)","SCP12726"
"R6.2.0(8)","SCP12783"
"R6.2.0(8)","SCP12805"
"R6.2.0(8)","SCP13116"
"R6.2.0(8)","SCP13273"
"R6.2.0(8)","SCP13405"
"R6.2.0(8)","SCP14560"
"R6.3.0(8)","SCP508"
"R6.3.0(8)","SCP554"
"R6.3.0(8)","SCP563"
"R6.3.0(8)","SCP834"
"R6.3.0(8)","SCP908"
"R6.3.0(8)","SCP1782"
"R6.3.0(8)","SCP1960"
"R6.3.0(8)","SCP1981"
"R6.3.0(8)","SCP2218"
"R6.3.0(8)","SCP2392"
"R6.3.0(8)","SCP2488"
"R6.3.0(8)","SCP3111"
"R6.3.0(8)","SCP3118"
"R6.3.0(8)","SCP3295"
"R6.3.0(8)","SCP4925"
"R6.3.0(8)","SCP5046"
"R6.3.0(8)","SCP5135"
"R6.3.0(8)","SCP5302"
"R6.3.0(8)","SCP5557"
"R6.3.0(8)","SCP6952"
"R6.3.0(8)","SCP7289"
"R6.3.0(8)","SCP7348"
"R6.3.0(8)","SCP7489"
"R6.3.0(8)","SCP7888"
"R6.3.0(8)","SCP8440"
"R6.3.0(8)","SCP8870"
"R6.3.0(8)","SCP9272"
"R6.3.0(8)","SCP10105"
"R6.3.0(8)","SCP10263"
"R6.3.0(8)","SCP11346"
"R6.3.0(8)","SCP11455"
"R6.3.0(8)","SCP11913"
"R6.3.0(8)","SCP13683"
"R6.3.0(8)","SCP13743"
"R6.3.0(8)","SCP14059"
"R6.3.0(8)","SCP14994"
"R5.8.0(1)","SCP508"
"R5.8.0(1)","SCP554"
"R5.8.0(1)","SCP563"
"R5.8.0(1)","SCP834"
"R5.8.0(1)","SCP908"
"R5.8.0(1)","SCP1782"
"R5.8.0(1)","SCP1960"
"R5.8.0(1)","SCP1981"
"R5.8.0(1)","SCP2218"
"R5.8.0(1)","SCP2392"
"R5.8.0(1)","SCP2488"
"R5.8.0(1)","SCP3111"
"R5.8.0(1)","SCP3118"
"R5.8.0(1)","SCP3295"
"R5.8.0(1)","SCP4925"
"R5.8.0(1)","SCP5046"
