"ID","CLASSNAME"
"R6.1.0(1)","PCA3523"
"R6.1.0(1)","PCA39"
"R6.1.0(1)","PCA8834"
"R6.1.0(1)","PCA5268"
"R6.1.0(1)","PCA7223"
"R6.1.0(1)","PCA3642"
"R6.1.0(1)","PCA3998"
"R6.1.0(1)","PCA397"
"R6.1.0(1)","PCA30"
"R6.1.0(1)","PCA23"
"R6.1.0(1)","PCA3631"
"R6.1.0(1)","PCA1225"
"R6.1.0(1)","PCA2359"
"R4.1.0(1)","PCA4"
"R4.1.0(1)","PCA10"
"R4.1.0(1)","PCA6284"
"R4.1.0(1)","PCA6676"
"R4.1.0(1)","PCA472"
"R4.1.0(1)","PCA3"
"R4.1.0(1)","PCA6349"
"R4.1.0(1)","PCA8415"
"R4.1.0(1)","PCA4022"
"R4.1.0(1)","PCA3788"
"R4.1.0(1)","PCA9045"
"R4.1.0(1)","PCA4929"
"R4.1.0(1)","PCA51"
"R4.1.0(1)","PCA15"
"R4.1.0(1)","PCA766"
"R4.1.0(1)","PCA3893"
"R4.1.0(1)","PCA7938"
"R4.1.0(1)","PCA41"
"R4.1.0(1)","PCA8543"
"R4.1.0(1)","PCA9784"
"R4.1.0(1)","PCA4882"
"R4.1.0(1)","PCA49"
"R4.1.0(1)","PCA65"
"R4.1.0(1)","PCA59"
"R4.1.0(1)","PCA155"
"R4.1.0(1)","PCA8466"
"R4.1.0(1)","PCA523"
"R6.4.0(6)","PCA55"
"R6.4.0(6)","PCA58"
"R6.4.0(6)","PCA1300"
"R6.4.0(6)","PCA9949"
"R6.4.0(6)","PCA6711"
"R6.4.0(6)","PCA43"
"R6.4.0(6)","PCA69"
"R6.4.0(6)","PCA8790"
"R6.4.0(6)","PCA238"
"R6.4.0(6)","PCA7736"
"R6.4.0(6)","PCA35"
"R6.4.0(6)","PCA33"
"R6.4.0(6)","PCA69"
"R6.4.0(6)","PCA24"
"R6.4.0(6)","PCA69"
"R6.4.0(6)","PCA27"
"R6.4.0(6)","PCA53"
"R6.4.0(6)","PCA48"
"R6.4.0(6)","PCA2822"
"R6.4.0(6)","PCA2703"
"R6.4.0(6)","PCA5399"
"R5.9.0(6)","PCA6046"
"R5.9.0(6)","PCA4068"
"R5.9.0(6)","PCA3947"
"R5.9.0(6)","PCA5666"
"R5.9.0(6)","PCA6584"
"R5.9.0(6)","PCA3717"
"R5.9.0(6)","PCA45"
"R5.9.0(6)","PCA2005"
"R5.9.0(6)","PCA3529"
"R5.9.0(6)","PCA5249"
"R5.9.0(6)","PCA335"
"R5.9.0(6)","PCA769"
"R5.9.0(6)","PCA8736"
"R5.9.0(6)","PCA61"
"R5.9.0(6)","PCA64"
"R5.9.0(6)","PCA26"
"R5.9.0(6)","PCA5"
"R5.9.0(6)","PCA25"
"R5.9.0(6)","PCA56"
"R5.9.0(6)","PCA8006"
"R5.9.0(6)","PCA5056"
"R5.9.0(6)","PCA6466"
"R5.9.0(6)","PCA20"
"R5.9.0(6)","PCA3694"
"R5.9.0(6)","PCA982"
"R5.9.0(6)","PCA2855"
"R5.9.0(6)","PCA45"
"R5.9.0(6)","PCA63"
"R5.9.0(6)","PCA2607"
"R5.9.0(6)","PCA2826"
"R5.9.0(6)","PCA1630"
"R5.9.0(6)","PCA30"
"R5.9.0(6)","PCA34"
"R5.9.0(6)","PCA6"
"R5.9.0(6)","PCA3116"
"R5.9.0(6)","PCA573"
"R5.9.0(6)","PCA8775"
"R5.9.0(6)","PCA26"
"R5.9.0(6)","PCA3077"
"R5.9.0(6)","PCA2226"
"R5.9.0(6)","PCA6535"
"R5.9.0(6)","PCA36"
"R5.9.0(6)","PCA4311"
"R5.9.0(6)","PCA6248"
"R5.9.0(6)","PCA6450"
"R5.9.0(6)","PCA15"
"R5.9.0(6)","PCA59"
"R5.9.0(6)","PCA44"
"R5.9.0(6)","PCA2207"
"R5.9.0(6)","PCA4211"
"R5.9.0(6)","PCA6216"
"R6.5.0(1)","PCA6046"
"R6.5.0(1)","PCA4068"
"R6.5.0(1)","PCA3947"
"R6.5.0(1)","PCA5666"
"R6.5.0(1)","PCA6584"
"R6.5.0(1)","PCA3717"
"R6.5.0(1)","PCA45"
"R6.5.0(1)","PCA2005"
"R6.5.0(1)","PCA3529"
"R6.5.0(1)","PCA5249"
"R6.5.0(1)","PCA335"
"R6.5.0(1)","PCA769"
"R6.5.0(1)","PCA8736"
"R6.5.0(1)","PCA61"
"R6.5.0(1)","PCA64"
"R6.5.0(1)","PCA26"
"R6.5.0(1)","PCA5"
"R6.5.0(1)","PCA25"
"R6.5.0(1)","PCA56"
"R6.5.0(1)","PCA8006"
"R6.5.0(1)","PCA5056"
"R6.5.0(1)","PCA6466"
"R6.5.0(1)","PCA20"
"R6.5.0(1)","PCA3694"
"R6.5.0(1)","PCA982"
"R6.5.0(1)","PCA2855"
"R6.5.0(1)","PCA45"
"R6.5.0(1)","PCA63"
"R6.5.0(1)","PCA2607"
"R6.5.0(1)","PCA2826"
"R6.5.0(1)","PCA1630"
"R6.5.0(1)","PCA30"
"R6.5.0(1)","PCA34"
"R6.5.0(1)","PCA6"
"R6.5.0(1)","PCA3116"
"R6.5.0(1)","PCA573"
"R6.5.0(1)","PCA8775"
"R6.5.0(1)","PCA26"
"R6.5.0(1)","PCA3077"
"R6.5.0(1)","PCA2226"
"R6.5.0(1)","PCA6535"
"R6.5.0(1)","PCA36"
"R6.5.0(1)","PCA4311"
"R6.5.0(1)","PCA6248"
"R6.5.0(1)","PCA6450"
"R6.5.0(1)","PCA15"
"R6.5.0(1)","PCA59"
"R6.5.0(1)","PCA44"
"R6.5.0(1)","PCA2207"
"R6.5.0(1)","PCA4211"
"R6.5.0(1)","PCA6216"
"R5.1.0(1)","PCA6046"
"R5.1.0(1)","PCA4068"
"R5.1.0(1)","PCA3947"
"R5.1.0(1)","PCA5666"
"R5.1.0(1)","PCA6584"
"R5.1.0(1)","PCA3717"
"R5.1.0(1)","PCA45"
"R5.1.0(1)","PCA2005"
"R5.1.0(1)","PCA3529"
"R5.1.0(1)","PCA5249"
"R5.1.0(1)","PCA335"
"R5.1.0(1)","PCA769"
"R5.1.0(1)","PCA8736"
"R5.1.0(1)","PCA61"
"R5.1.0(1)","PCA64"
"R5.1.0(1)","PCA26"
"R5.1.0(1)","PCA5"
"R5.1.0(1)","PCA25"
"R5.1.0(1)","PCA56"
"R5.1.0(1)","PCA8006"
"R5.1.0(1)","PCA5056"
"R5.1.0(1)","PCA6466"
"R5.1.0(1)","PCA20"
"R5.1.0(1)","PCA3694"
"R5.1.0(1)","PCA982"
"R5.1.0(1)","PCA2855"
"R5.1.0(1)","PCA45"
"R5.1.0(1)","PCA63"
"R5.1.0(1)","PCA2607"
"R5.1.0(1)","PCA2826"
"R5.1.0(1)","PCA1630"
"R5.1.0(1)","PCA30"
"R5.1.0(1)","PCA34"
"R5.1.0(1)","PCA6"
"R5.1.0(1)","PCA3116"
"R5.1.0(1)","PCA573"
"R5.1.0(1)","PCA8775"
"R5.1.0(1)","PCA26"
"R5.1.0(1)","PCA3077"
"R5.1.0(1)","PCA2226"
"R5.1.0(1)","PCA6535"
"R5.1.0(1)","PCA36"
"R5.1.0(1)","PCA4311"
"R5.1.0(1)","PCA6248"
"R5.1.0(1)","PCA6450"
"R5.1.0(1)","PCA15"
"R5.1.0(1)","PCA59"
"R5.1.0(1)","PCA44"
"R5.1.0(1)","PCA2207"
"R5.1.0(1)","PCA4211"
"R5.1.0(1)","PCA6216"
"R6.2.0(8)","PCA62"
"R6.2.0(8)","PCA8374"
"R6.2.0(8)","PCA5024"
"R6.2.0(8)","PCA431"
"R6.2.0(8)","PCA7367"
"R6.2.0(8)","PCA8889"
"R6.2.0(8)","PCA4447"
"R6.2.0(8)","PCA9630"
"R6.2.0(8)","PCA2934"
"R6.2.0(8)","PCA5775"
"R6.2.0(8)","PCA60"
"R6.2.0(8)","PCA6861"
"R6.2.0(8)","PCA6338"
"R6.2.0(8)","PCA6148"
"R6.2.0(8)","PCA4632"
"R6.2.0(8)","PCA9357"
"R6.2.0(8)","PCA4493"
"R6.2.0(8)","PCA9039"
"R6.2.0(8)","PCA3401"
"R6.2.0(8)","PCA3891"
"R6.2.0(8)","PCA8582"
"R6.2.0(8)","PCA4976"
"R6.2.0(8)","PCA842"
"R6.2.0(8)","PCA36"
"R6.2.0(8)","PCA7004"
"R6.2.0(8)","PCA860"
"R6.2.0(8)","PCA6090"
"R6.2.0(8)","PCA7633"
"R6.2.0(8)","PCA2770"
"R6.2.0(8)","PCA4308"
"R6.2.0(8)","PCA3800"
"R6.2.0(8)","PCA7973"
"R6.2.0(8)","PCA8113"
"R6.2.0(8)","PCA58"
"R6.4.0(1)","PCA567"
"R6.4.0(1)","PCA7280"
"R6.4.0(1)","PCA832"
"R6.4.0(1)","PCA69"
"R6.4.0(1)","PCA5932"
"R6.4.0(1)","PCA6160"
"R6.4.0(1)","PCA9792"
"R6.4.0(1)","PCA5099"
"R6.4.0(1)","PCA9851"
"R6.4.0(1)","PCA528"
"R6.4.0(1)","PCA43"
"R6.4.0(1)","PCA33"
"R6.4.0(1)","PCA33"
"R6.4.0(1)","PCA24"
"R6.4.0(1)","PCA5354"
"R6.4.0(1)","PCA5560"
"R6.4.0(1)","PCA121"
"R6.4.0(1)","PCA6591"
"R6.4.0(1)","PCA2944"
"R6.4.0(1)","PCA5168"
"R6.4.0(1)","PCA60"
"R6.4.0(1)","PCA68"
"R6.4.0(1)","PCA38"
"R6.4.0(1)","PCA30"
"R6.4.0(1)","PCA1798"
"R6.4.0(1)","PCA8779"
"R6.4.0(1)","PCA8758"
"R6.4.0(1)","PCA30"
"R6.4.0(1)","PCA6392"
"R6.4.0(1)","PCA777"
"R6.4.0(1)","PCA5703"
"R6.3.0(8)","PCA567"
"R6.3.0(8)","PCA7280"
"R6.3.0(8)","PCA832"
"R6.3.0(8)","PCA69"
"R6.3.0(8)","PCA5932"
"R6.3.0(8)","PCA6160"
"R6.3.0(8)","PCA9792"
"R6.3.0(8)","PCA5099"
"R6.3.0(8)","PCA9851"
"R6.3.0(8)","PCA528"
"R6.3.0(8)","PCA43"
"R6.3.0(8)","PCA33"
"R6.3.0(8)","PCA33"
"R6.3.0(8)","PCA24"
"R6.3.0(8)","PCA5354"
"R6.3.0(8)","PCA5560"
"R6.3.0(8)","PCA121"
"R6.3.0(8)","PCA6591"
"R6.3.0(8)","PCA2944"
"R6.3.0(8)","PCA5168"
"R6.3.0(8)","PCA60"
"R6.3.0(8)","PCA68"
"R6.3.0(8)","PCA38"
"R6.3.0(8)","PCA30"
"R6.3.0(8)","PCA1798"
"R6.3.0(8)","PCA8779"
"R6.3.0(8)","PCA8758"
"R6.3.0(8)","PCA30"
"R6.3.0(8)","PCA6392"
"R6.3.0(8)","PCA777"
"R6.3.0(8)","PCA5703"
"R5.8.0(1)","PCA567"
"R5.8.0(1)","PCA7280"
"R5.8.0(1)","PCA832"
"R5.8.0(1)","PCA69"
"R5.8.0(1)","PCA5932"
"R5.8.0(1)","PCA6160"
"R5.8.0(1)","PCA9792"
"R5.8.0(1)","PCA5099"
"R5.8.0(1)","PCA9851"
"R5.8.0(1)","PCA528"
"R5.8.0(1)","PCA43"
"R5.8.0(1)","PCA33"
"R5.8.0(1)","PCA33"
"R5.8.0(1)","PCA24"
"R5.8.0(1)","PCA5354"
"R5.8.0(1)","PCA5560"
"R5.8.0(1)","PCA121"
"R5.8.0(1)","PCA6591"
"R5.8.0(1)","PCA2944"
"R5.8.0(1)","PCA5168"
"R5.8.0(1)","PCA60"
"R5.8.0(1)","PCA68"
"R5.8.0(1)","PCA38"
"R5.8.0(1)","PCA30"
"R5.8.0(1)","PCA1798"
"R5.8.0(1)","PCA8779"
"R5.8.0(1)","PCA8758"
"R5.8.0(1)","PCA30"
"R5.8.0(1)","PCA6392"
"R5.8.0(1)","PCA777"
"R5.8.0(1)","PCA5703"
"R5.7.0(5)","PCA42"
"R5.7.0(5)","PCA56"
"R5.7.0(5)","PCA28"
"R5.7.0(5)","PCA7279"
"R5.7.0(5)","PCA5494"
"R5.7.0(5)","PCA3420"
"R5.7.0(5)","PCA712"
"R5.7.0(5)","PCA9141"
"R5.7.0(5)","PCA5944"
"R5.7.0(5)","PCA2870"
"R5.7.0(5)","PCA7907"
"R5.7.0(5)","PCA1148"
"R5.7.0(5)","PCA3185"
"R5.7.0(5)","PCA8192"
"R5.7.0(5)","PCA5726"
"R5.7.0(5)","PCA25"
"R5.7.0(5)","PCA4729"
"R5.7.0(5)","PCA2442"
"R5.7.0(5)","PCA2423"
"R5.7.0(5)","PCA44"
"R5.7.0(5)","PCA40"
"R5.7.0(5)","PCA12"
"R5.7.0(5)","PCA7473"
"R5.7.0(5)","PCA5127"
"R5.7.0(5)","PCA9958"
"R5.7.0(5)","PCA5003"
"R5.7.0(5)","PCA5644"
"R5.7.0(5)","PCA3571"
"R5.9.0(6)","PCA3688"
"R5.9.0(6)","PCA9373"
"R5.9.0(6)","PCA2948"
"R5.9.0(6)","PCA18"
"R5.9.0(6)","PCA7825"
"R5.9.0(6)","PCA4564"
"R5.9.0(6)","PCA1212"
"R5.9.0(6)","PCA25"
"R5.9.0(6)","PCA6308"
"R5.9.0(6)","PCA5107"
"R5.9.0(6)","PCA909"
"R5.9.0(6)","PCA70"
"R5.9.0(6)","PCA1094"
"R5.9.0(6)","PCA1309"
"R5.9.0(6)","PCA1450"
"R5.9.0(6)","PCA18"
"R5.9.0(6)","PCA8589"
"R5.9.0(6)","PCA3217"
"R5.9.0(6)","PCA8897"
"R5.9.0(6)","PCA70"
"R5.9.0(6)","PCA7"
"R5.9.0(6)","PCA68"
"R5.9.0(6)","PCA70"
"R5.9.0(6)","PCA27"
"R5.9.0(6)","PCA4049"
"R5.9.0(6)","PCA4996"
"R5.9.0(6)","PCA8908"
"R5.9.0(6)","PCA12"
"R5.9.0(6)","PCA26"
"R5.9.0(6)","PCA70"
"R5.5.0(1)","PCA3688"
"R5.5.0(1)","PCA9373"
"R5.5.0(1)","PCA2948"
"R5.5.0(1)","PCA18"
"R5.5.0(1)","PCA7825"
"R5.5.0(1)","PCA4564"
"R5.5.0(1)","PCA1212"
"R5.5.0(1)","PCA25"
"R5.5.0(1)","PCA6308"
"R5.5.0(1)","PCA5107"
"R5.5.0(1)","PCA909"
"R5.5.0(1)","PCA70"
"R5.5.0(1)","PCA1094"
"R5.5.0(1)","PCA1309"
"R5.5.0(1)","PCA1450"
"R5.5.0(1)","PCA18"
"R5.5.0(1)","PCA8589"
"R5.5.0(1)","PCA3217"
"R5.5.0(1)","PCA8897"
"R5.5.0(1)","PCA70"
"R5.5.0(1)","PCA7"
"R5.5.0(1)","PCA68"
"R5.5.0(1)","PCA70"
"R5.5.0(1)","PCA27"
"R5.5.0(1)","PCA4049"
"R5.5.0(1)","PCA4996"
"R5.5.0(1)","PCA8908"
"R5.5.0(1)","PCA12"
"R5.5.0(1)","PCA26"
"R5.5.0(1)","PCA70"
"R6.2.0(8)","PCA3688"
"R6.2.0(8)","PCA9373"
"R6.2.0(8)","PCA2948"
"R6.2.0(8)","PCA18"
"R6.2.0(8)","PCA7825"
"R6.2.0(8)","PCA4564"
"R6.2.0(8)","PCA1212"
"R6.2.0(8)","PCA25"
"R6.2.0(8)","PCA6308"
"R6.2.0(8)","PCA5107"
"R6.2.0(8)","PCA909"
"R6.2.0(8)","PCA70"
"R6.2.0(8)","PCA1094"
"R6.2.0(8)","PCA1309"
"R6.2.0(8)","PCA1450"
"R6.2.0(8)","PCA18"
"R6.2.0(8)","PCA8589"
"R6.2.0(8)","PCA3217"
"R6.2.0(8)","PCA8897"
"R6.2.0(8)","PCA70"
"R6.2.0(8)","PCA7"
"R6.2.0(8)","PCA68"
"R6.2.0(8)","PCA70"
"R6.2.0(8)","PCA27"
"R6.2.0(8)","PCA4049"
"R6.2.0(8)","PCA4996"
"R6.2.0(8)","PCA8908"
"R6.2.0(8)","PCA12"
"R6.2.0(8)","PCA26"
"R6.2.0(8)","PCA70"
"R6.3.0(8)","PCA47"
"R6.3.0(8)","PCA2"
"R6.3.0(8)","PCA4707"
"R6.3.0(8)","PCA7116"
"R6.3.0(8)","PCA1312"
"R6.3.0(8)","PCA9538"
"R6.3.0(8)","PCA8063"
"R6.3.0(8)","PCA1326"
"R6.3.0(8)","PCA7327"
"R6.3.0(8)","PCA3003"
"R6.3.0(8)","PCA135"
"R6.3.0(8)","PCA9035"
"R6.3.0(8)","PCA1893"
"R6.3.0(8)","PCA5498"
"R6.3.0(8)","PCA9129"
"R6.3.0(8)","PCA1519"
"R6.3.0(8)","PCA9213"
"R6.3.0(8)","PCA2874"
"R6.3.0(8)","PCA742"
"R6.3.0(8)","PCA405"
"R6.3.0(8)","PCA45"
"R6.3.0(8)","PCA4908"
"R6.3.0(8)","PCA487"
"R6.3.0(8)","PCA5552"
"R6.3.0(8)","PCA5099"
"R6.3.0(8)","PCA4352"
"R6.3.0(8)","PCA6355"
"R6.3.0(8)","PCA67"
"R6.3.0(8)","PCA36"
"R6.3.0(8)","PCA13"
"R5.8.0(1)","PCA47"
"R5.8.0(1)","PCA2"
"R5.8.0(1)","PCA4707"
"R5.8.0(1)","PCA7116"
"R5.8.0(1)","PCA1312"
"R5.8.0(1)","PCA9538"
"R5.8.0(1)","PCA8063"
"R5.8.0(1)","PCA1326"
"R5.8.0(1)","PCA7327"
"R5.8.0(1)","PCA3003"
"R5.8.0(1)","PCA135"
"R5.8.0(1)","PCA9035"
"R5.8.0(1)","PCA1893"
"R5.8.0(1)","PCA5498"
"R5.8.0(1)","PCA9129"
"R5.8.0(1)","PCA1519"
"R5.8.0(1)","PCA9213"
"R5.8.0(1)","PCA2874"
"R5.8.0(1)","PCA742"
"R5.8.0(1)","PCA405"
"R5.8.0(1)","PCA45"
"R5.8.0(1)","PCA4908"
"R5.8.0(1)","PCA487"
"R5.8.0(1)","PCA5552"
"R5.8.0(1)","PCA5099"
"R5.8.0(1)","PCA4352"
"R5.8.0(1)","PCA6355"
"R5.8.0(1)","PCA67"
"R5.8.0(1)","PCA36"
"R5.8.0(1)","PCA13"
"R6.2.0(8)","PCA47"
"R6.2.0(8)","PCA2"
"R6.2.0(8)","PCA4707"
"R6.2.0(8)","PCA7116"
"R6.2.0(8)","PCA1312"
"R6.2.0(8)","PCA9538"
"R6.2.0(8)","PCA8063"
"R6.2.0(8)","PCA1326"
"R6.2.0(8)","PCA7327"
"R6.2.0(8)","PCA3003"
"R6.2.0(8)","PCA135"
"R6.2.0(8)","PCA9035"
"R6.2.0(8)","PCA1893"
"R6.2.0(8)","PCA5498"
"R6.2.0(8)","PCA9129"
"R6.2.0(8)","PCA1519"
"R6.2.0(8)","PCA9213"
"R6.2.0(8)","PCA2874"
"R6.2.0(8)","PCA742"
"R6.2.0(8)","PCA405"
"R6.2.0(8)","PCA45"
"R6.2.0(8)","PCA4908"
"R6.2.0(8)","PCA487"
"R6.2.0(8)","PCA5552"
"R6.2.0(8)","PCA5099"
"R6.2.0(8)","PCA4352"
"R6.2.0(8)","PCA6355"
"R6.2.0(8)","PCA67"
"R6.2.0(8)","PCA36"
"R6.2.0(8)","PCA13"
"R5.9.0(6)","PCA67"
"R5.9.0(6)","PCA60"
"R5.9.0(6)","PCA4419"
"R5.9.0(6)","PCA2809"
"R5.9.0(6)","PCA6935"
"R5.9.0(6)","PCA65"
"R5.9.0(6)","PCA22"
"R5.9.0(6)","PCA18"
"R5.9.0(6)","PCA9415"
"R5.9.0(6)","PCA3002"
"R5.9.0(6)","PCA6805"
"R5.9.0(6)","PCA3385"
"R5.9.0(6)","PCA4298"
"R5.9.0(6)","PCA3303"
"R5.9.0(6)","PCA9305"
"R5.9.0(6)","PCA6674"
"R5.9.0(6)","PCA5651"
"R5.9.0(6)","PCA20"
"R5.9.0(6)","PCA7200"
"R5.9.0(6)","PCA412"
"R5.9.0(6)","PCA2864"
"R5.9.0(6)","PCA8"
"R5.9.0(6)","PCA55"
"R5.9.0(6)","PCA1238"
"R5.9.0(6)","PCA3771"
"R5.9.0(6)","PCA9556"
"R5.9.0(6)","PCA6878"
"R5.9.0(6)","PCA4761"
"R5.9.0(6)","PCA4983"
"R5.9.0(6)","PCA61"
"R5.9.0(6)","PCA5333"
"R5.9.0(6)","PCA3099"
"R5.9.0(6)","PCA4520"
"R5.9.0(6)","PCA7942"
"R5.9.0(6)","PCA855"
"R5.9.0(6)","PCA2694"
"R5.9.0(6)","PCA1388"
"R5.9.0(6)","PCA9748"
"R5.9.0(6)","PCA1617"
"R5.9.0(6)","PCA30"
"R5.9.0(6)","PCA6475"
"R5.9.0(6)","PCA3590"
"R5.9.0(6)","PCA393"
"R5.9.0(6)","PCA50"
"R5.9.0(6)","PCA8276"
"R5.9.0(6)","PCA7650"
"R5.9.0(6)","PCA4231"
"R5.9.0(6)","PCA9"
"R5.9.0(6)","PCA62"
"R5.1.0(1)","PCA67"
"R5.1.0(1)","PCA60"
"R5.1.0(1)","PCA4419"
"R5.1.0(1)","PCA2809"
"R5.1.0(1)","PCA6935"
"R5.1.0(1)","PCA65"
"R5.1.0(1)","PCA22"
"R5.1.0(1)","PCA18"
"R5.1.0(1)","PCA9415"
"R5.1.0(1)","PCA3002"
"R5.1.0(1)","PCA6805"
"R5.1.0(1)","PCA3385"
"R5.1.0(1)","PCA4298"
"R5.1.0(1)","PCA3303"
"R5.1.0(1)","PCA9305"
"R5.1.0(1)","PCA6674"
"R5.1.0(1)","PCA5651"
"R5.1.0(1)","PCA20"
"R5.1.0(1)","PCA7200"
"R5.1.0(1)","PCA412"
"R5.1.0(1)","PCA2864"
"R5.1.0(1)","PCA8"
"R5.1.0(1)","PCA55"
"R5.1.0(1)","PCA1238"
"R5.1.0(1)","PCA3771"
"R5.1.0(1)","PCA9556"
"R5.1.0(1)","PCA6878"
"R5.1.0(1)","PCA4761"
"R5.1.0(1)","PCA4983"
"R5.1.0(1)","PCA61"
"R5.1.0(1)","PCA5333"
"R5.1.0(1)","PCA3099"
"R5.1.0(1)","PCA4520"
"R5.1.0(1)","PCA7942"
"R5.1.0(1)","PCA855"
"R5.1.0(1)","PCA2694"
"R5.1.0(1)","PCA1388"
"R5.1.0(1)","PCA9748"
"R5.1.0(1)","PCA1617"
"R5.1.0(1)","PCA30"
"R5.1.0(1)","PCA6475"
"R5.1.0(1)","PCA3590"
"R5.1.0(1)","PCA393"
"R5.1.0(1)","PCA50"
"R5.1.0(1)","PCA8276"
"R5.1.0(1)","PCA7650"
"R5.1.0(1)","PCA4231"
"R5.1.0(1)","PCA9"
"R5.1.0(1)","PCA62"
"R6.4.0(1)","PCA67"
"R6.4.0(1)","PCA60"
"R6.4.0(1)","PCA4419"
"R6.4.0(1)","PCA2809"
"R6.4.0(1)","PCA6935"
"R6.4.0(1)","PCA65"
"R6.4.0(1)","PCA22"
"R6.4.0(1)","PCA18"
"R6.4.0(1)","PCA9415"
"R6.4.0(1)","PCA3002"
"R6.4.0(1)","PCA6805"
"R6.4.0(1)","PCA3385"
"R6.4.0(1)","PCA4298"
"R6.4.0(1)","PCA3303"
"R6.4.0(1)","PCA9305"
"R6.4.0(1)","PCA6674"
"R6.4.0(1)","PCA5651"
"R6.4.0(1)","PCA20"
"R6.4.0(1)","PCA7200"
"R6.4.0(1)","PCA412"
"R6.4.0(1)","PCA2864"
"R6.4.0(1)","PCA8"
"R6.4.0(1)","PCA55"
"R6.4.0(1)","PCA1238"
"R6.4.0(1)","PCA3771"
"R6.4.0(1)","PCA9556"
"R6.4.0(1)","PCA6878"
"R6.4.0(1)","PCA4761"
"R6.4.0(1)","PCA4983"
"R6.4.0(1)","PCA61"
"R6.4.0(1)","PCA5333"
"R6.4.0(1)","PCA3099"
"R6.4.0(1)","PCA4520"
"R6.4.0(1)","PCA7942"
"R6.4.0(1)","PCA855"
"R6.4.0(1)","PCA2694"
"R6.4.0(1)","PCA1388"
"R6.4.0(1)","PCA9748"
"R6.4.0(1)","PCA1617"
"R6.4.0(1)","PCA30"
"R6.4.0(1)","PCA6475"
"R6.4.0(1)","PCA3590"
"R6.4.0(1)","PCA393"
"R6.4.0(1)","PCA50"
"R6.4.0(1)","PCA8276"
"R6.4.0(1)","PCA7650"
"R6.4.0(1)","PCA4231"
"R6.4.0(1)","PCA9"
"R6.4.0(1)","PCA62"
"R5.7.0(5)","PCA1226"
"R5.7.0(5)","PCA1821"
"R5.7.0(5)","PCA5367"
"R5.7.0(5)","PCA5478"
"R5.7.0(5)","PCA8844"
"R5.7.0(5)","PCA2034"
"R5.7.0(5)","PCA8649"
